"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.153603833E0,7.454892064E-2,-8.494302803E-1,6.453246226E0,6.509337615E0
3.163582833E0,9.772942138E-2,-7.389752072E-1,7.275440176E0,7.313526177E0
3.173562833E0,1.546264020E-1,-6.242434806E-1,7.950922807E0,7.976889289E0
3.183542833E0,1.909854487E-1,-5.281830829E-1,8.429817955E0,8.448507771E0
3.193522833E0,1.662573179E-1,-4.825297773E-1,8.794959615E0,8.809755452E0
3.203501833E0,1.292411537E-1,-5.043077320E-1,8.931099168E0,8.946259661E0
3.213481833E0,1.198997882E-1,-5.863570315E-1,8.797554610E0,8.817888502E0
3.223461833E0,6.168112675E-2,-6.838131595E-1,8.550447768E0,8.577969575E0
3.233441833E0,-3.075006858E-2,-8.005428797E-1,8.197723839E0,8.236776713E0
3.243420833E0,-8.155696392E-2,-9.586235243E-1,7.627790467E0,7.688224633E0
3.253400833E0,-1.270924847E-1,-1.145377745E0,6.885551929E0,6.981322800E0
3.263380833E0,-1.845791113E-1,-1.354665965E0,6.023107501E0,6.176326845E0
3.273360833E0,-1.674996319E-1,-1.562391810E0,5.030637369E0,5.270335533E0
3.283340833E0,-6.014422266E-2,-1.748091778E0,3.923284652E0,4.295533104E0
3.293319833E0,4.499562180E-2,-1.901334436E0,2.840377389E0,3.418309664E0
3.303299833E0,1.530296005E-1,-1.993303829E0,1.750120761E0,2.656990947E0
3.313279833E0,2.447555485E-1,-2.013638691E0,6.070076430E-1,2.117334252E0
3.323259833E0,8.452469995E-2,-1.947869794E0,-5.100450200E-1,2.015313147E0
3.333238833E0,-1.086796392E-1,-1.823921101E0,-1.710256199E0,2.502693692E0
3.343218833E0,-9.874076128E-2,-1.651426193E0,-3.003141069E0,3.428675326E0
3.353198833E0,-1.158484717E-1,-1.426405016E0,-4.022593178E0,4.269579371E0
3.363178833E0,3.973653554E-2,-1.188717892E0,-4.789073102E0,4.934556758E0
3.373157833E0,1.799803493E-1,-9.303925824E-1,-5.466756041E0,5.548283058E0
3.383137833E0,-1.047017053E-3,-6.728377895E-1,-6.193773692E0,6.230212223E0
3.393117833E0,1.331447549E-3,-4.153259736E-1,-7.060045123E0,7.072251026E0
3.403097833E0,-4.111040281E-2,-1.550421390E-1,-7.750645146E0,7.752304709E0
3.413077833E0,6.850981582E-3,6.311513811E-2,-8.070156890E0,8.070406599E0
3.423056833E0,7.292400682E-3,2.244480041E-1,-8.086016293E0,8.089134043E0
3.433036833E0,-2.605404178E-2,3.437146850E-1,-8.054372916E0,8.061745572E0
3.443016833E0,-6.990757445E-2,4.120272669E-1,-8.124968104E0,8.135708957E0
3.452996833E0,-9.885801623E-2,4.389427315E-1,-8.154401819E0,8.166805535E0
3.462975833E0,-1.322700663E-1,3.961080761E-1,-7.887768200E0,7.898815364E0
3.472955833E0,-9.225164926E-2,2.668216065E-1,-7.251085938E0,7.256579870E0
3.482935833E0,-2.882909378E-2,9.613787323E-2,-6.400859267E0,6.401646113E0
3.492915833E0,-8.890508674E-4,-6.817590326E-2,-5.611847096E0,5.612261271E0
3.502894833E0,-1.144899443E-2,-2.420583558E-1,-4.925350065E0,4.931307797E0
3.512874833E0,-6.295296924E-2,-4.342569190E-1,-4.169076455E0,4.192104559E0
3.522854833E0,-7.787937591E-2,-6.149993250E-1,-3.079905655E0,3.141672836E0
3.532834833E0,-5.442168061E-3,-7.823858133E-1,-1.814117952E0,1.975647013E0
3.542813833E0,1.442144752E-1,-9.189662459E-1,-6.135132551E-1,1.114313820E0
3.552793833E0,1.920238777E-1,-9.801289988E-1,5.142304569E-1,1.123369479E0
3.562773833E0,8.192884684E-2,-9.885077664E-1,1.588913026E0,1.873100249E0
3.572753833E0,-5.096975857E-2,-9.409406671E-1,2.629188239E0,2.792955075E0
3.582733833E0,-1.210240433E-1,-8.933574879E-1,3.650210910E0,3.759890172E0
3.592712833E0,-1.174754595E-1,-8.380726486E-1,4.672721112E0,4.748735499E0
3.602692833E0,-5.879143277E-2,-7.341746432E-1,5.654076857E0,5.701846538E0
3.612672833E0,4.826741304E-2,-6.472060812E-1,6.474680364E0,6.507126192E0
3.622652833E0,1.258611525E-1,-5.754373562E-1,7.118106805E0,7.142437516E0
3.632631833E0,1.309470424E-1,-5.186228853E-1,7.644738622E0,7.663429090E0
3.642611833E0,9.604676630E-2,-4.495321852E-1,7.975558881E0,7.988794879E0
3.652591833E0,5.943787901E-2,-3.969990456E-1,8.142690430E0,8.152579257E0
3.662571833E0,-3.378837319E-2,-3.571286362E-1,8.274942169E0,8.282713953E0
3.672551583E0,-1.023509419E-1,-3.832218361E-1,8.201801687E0,8.211387557E0
3.682530583E0,-7.184636498E-2,-5.275410587E-1,7.772018473E0,7.790233155E0
3.692510583E0,-4.618140059E-3,-7.243425500E-1,7.240173279E0,7.276317927E0
3.702490583E0,7.317765721E-2,-8.773805559E-1,6.795940425E0,6.852733606E0
3.712470583E0,1.738971437E-1,-1.028100141E0,6.148948352E0,6.236729588E0
3.722449583E0,2.223225960E-1,-1.253348629E0,5.211161381E0,5.364374433E0
3.732429583E0,1.160893039E-1,-1.457403591E0,4.176161526E0,4.424683835E0
3.742409583E0,2.105615247E-2,-1.559734835E0,3.176284726E0,3.538643918E0
3.752389583E0,-1.394506115E-2,-1.598649809E0,2.127650333E0,2.661347707E0
3.762368583E0,-6.458176598E-2,-1.652760528E0,1.029250873E0,1.948113325E0
3.772348583E0,7.349173492E-3,-1.691380802E0,-1.298000014E-1,1.696369968E0
3.782328583E0,1.818043699E-1,-1.641577143E0,-1.130924013E0,2.001703641E0
3.792308583E0,8.464856956E-2,-1.479666572E0,-1.926809000E0,2.430878744E0
3.802287583E0,-1.074430262E-1,-1.314681828E0,-2.925813981E0,3.209411124E0
3.812267583E0,-1.167512270E-1,-1.127947926E0,-4.186035719E0,4.336910469E0
3.822247583E0,-1.593277461E-1,-8.980713670E-1,-5.118701114E0,5.199328669E0
3.832227583E0,-1.002154565E-1,-6.376909071E-1,-5.613321764E0,5.650316279E0
3.842207583E0,-4.863588813E-2,-4.032957660E-1,-6.029524820E0,6.043193070E0
3.852186583E0,-1.191033426E-1,-1.871429144E-1,-6.630187064E0,6.633896938E0
3.862166583E0,-1.211106004E-1,2.320277497E-2,-7.239465766E0,7.240515916E0
3.872146583E0,-1.483997020E-1,2.126040302E-1,-7.606708331E0,7.611125710E0
3.882126583E0,-1.004848852E-1,3.269806847E-1,-7.746093088E0,7.753642480E0
3.892105583E0,-3.169473195E-2,3.717285490E-1,-7.674506797E0,7.683569564E0
3.902085583E0,3.934324633E-2,3.773076698E-1,-7.427014039E0,7.436695940E0
3.912065583E0,4.699807389E-2,3.627147737E-1,-7.118515525E0,7.127905310E0
3.922045583E0,2.771689855E-2,3.048473655E-1,-6.901496701E0,6.908281759E0
3.932025583E0,-3.396556210E-3,2.042302327E-1,-6.578592403E0,6.581762646E0
3.942004583E0,8.463534024E-3,6.436790407E-2,-5.847172383E0,5.847532790E0
3.951984583E0,5.113377297E-2,-9.001291484E-2,-4.817902215E0,4.819014291E0
3.961964583E0,1.139823694E-1,-2.484163257E-1,-3.901217260E0,3.910779815E0
3.971944583E0,1.007605723E-1,-3.966107905E-1,-3.197311313E0,3.223391451E0
3.981923583E0,-1.353889894E-2,-5.220750815E-1,-2.377079104E0,2.433772948E0
3.991903583E0,-9.833810739E-2,-6.179305342E-1,-1.276389874E0,1.421506117E0
4.001883583E0,-7.663105018E-2,-6.846367398E-1,-8.012556553E-2,6.935559744E-1
4.011863583E0,1.228608730E-2,-7.492221603E-1,9.904785705E-1,1.241987356E0
4.021842583E0,8.700329812E-2,-7.886350250E-1,1.994728503E0,2.146731604E0
4.031822583E0,7.792609882E-2,-7.532494301E-1,3.017522880E0,3.111093299E0
4.041802583E0,1.921797059E-2,-6.726046318E-1,4.022423608E0,4.078315584E0
4.051782583E0,-4.138673857E-2,-5.995898652E-1,4.863528038E0,4.900523018E0
4.061761583E0,-2.871213119E-2,-5.487658668E-1,5.570299121E0,5.597338712E0
4.071741583E0,2.033579377E-2,-4.755856240E-1,6.267687176E0,6.285737647E0
4.081721583E0,5.818516787E-2,-3.761543065E-1,6.961289744E0,6.971687921E0
4.091701583E0,7.433166917E-2,-3.004837346E-1,7.442028519E0,7.448463207E0
4.101681583E0,7.109545458E-2,-3.001042503E-1,7.623568193E0,7.629804002E0
4.111660583E0,3.473180316E-2,-3.421328670E-1,7.620416543E0,7.628172094E0
4.121640583E0,-2.283704991E-2,-3.846789622E-1,7.592732316E0,7.602505078E0
4.131620583E0,-2.786872515E-2,-4.422541559E-1,7.453412463E0,7.466573695E0
4.141600583E0,-1.298493007E-2,-5.703736675E-1,7.124030035E0,7.146838368E0
4.151579583E0,3.755715036E-2,-7.504392582E-1,6.571030784E0,6.613850254E0
4.161559583E0,9.450742283E-2,-9.207891154E-1,5.901622825E0,5.973770686E0
4.171539583E0,1.017736938E-1,-1.046861224E0,5.219234047E0,5.324160060E0
4.181519583E0,7.304462392E-2,-1.172080225E0,4.453342352E0,4.605579841E0
4.191498583E0,1.704801405E-2,-1.325737743E0,3.464508603E0,3.709540546E0
4.201478583E0,-5.943325605E-2,-1.437147374E0,2.389630737E0,2.789132472E0
4.211458583E0,-1.155438318E-1,-1.470011942E0,1.363940234E0,2.008635967E0
4.221438583E0,-1.081828086E-1,-1.445816164E0,3.971118969E-1,1.503258380E0
4.231418583E0,-5.045368697E-2,-1.429535176E0,-5.660554987E-1,1.538354713E0
4.241397583E0,3.918644959E-2,-1.371295154E0,-1.564271690E0,2.080608540E0
4.251377583E0,5.661780344E-2,-1.244962552E0,-2.492406662E0,2.786615923E0
4.261357583E0,1.744546026E-2,-1.065279954E0,-3.344131390E0,3.509749347E0
4.271337583E0,-1.544733876E-2,-8.653024010E-1,-4.195774841E0,4.284100067E0
4.281316583E0,-5.349191850E-2,-6.593201964E-1,-5.018784478E0,5.062189461E0
4.291296583E0,-3.430175873E-2,-4.290825717E-1,-5.677044720E0,5.693340427E0
4.301276583E0,5.269465065E-3,-2.027875784E-1,-6.105730412E0,6.109099314E0
4.311256583E0,2.540611546E-2,-8.389146477E-3,-6.482075338E0,6.482130555E0
4.321235583E0,3.150406703E-2,1.764979121E-1,-6.882154697E0,6.884489617E0
4.331215583E0,2.143028291E-2,3.121805048E-1,-7.175879635E0,7.182698967E0
4.341195583E0,3.256244048E-2,3.954379852E-1,-7.237590564E0,7.248458366E0
4.351175583E0,3.840078481E-2,4.325432463E-1,-7.097038702E0,7.110311289E0
4.361155583E0,4.091026358E-2,4.348524579E-1,-6.867068295E0,6.880944505E0
4.371134583E0,3.878353989E-2,3.752504732E-1,-6.581149390E0,6.591953002E0
4.381114583E0,2.793499969E-2,3.074834365E-1,-6.175055001E0,6.182768853E0
4.391094583E0,9.118349086E-3,2.047814789E-1,-5.630723078E0,5.634453033E0
4.401074583E0,-2.567676846E-3,8.878996968E-2,-4.962733068E0,4.963527955E0
4.411053583E0,1.116598919E-3,-6.102183491E-2,-4.149260826E0,4.149709666E0
4.421033583E0,-5.558820013E-3,-1.928975978E-1,-3.266739398E0,3.272434365E0
4.431013583E0,-4.254273310E-2,-3.157300571E-1,-2.376609573E0,2.397867472E0
4.440993583E0,-1.056844030E-1,-4.311923933E-1,-1.478186642E0,1.543415635E0
4.450972583E0,-1.367846101E-1,-5.229460242E-1,-5.463316709E-1,7.685446431E-1
4.460952583E0,-1.340433989E-1,-5.754300472E-1,4.884647012E-1,7.666062459E-1
4.470932583E0,-1.180802261E-1,-6.101016971E-1,1.529772533E0,1.651172620E0
4.480912583E0,-7.748817891E-2,-6.195572296E-1,2.489317578E0,2.566428955E0
4.490891583E0,-4.188579842E-2,-6.114997664E-1,3.352592311E0,3.408161027E0
4.500871583E0,-3.108610075E-2,-5.401856625E-1,4.211171730E0,4.245790178E0
4.510851583E0,-4.409915227E-3,-4.748880512E-1,5.016349697E0,5.038779852E0
4.520831583E0,6.074115942E-2,-4.102073210E-1,5.678284914E0,5.693406634E0
4.530811583E0,1.307532803E-1,-3.643628114E-1,6.209262382E0,6.221317867E0
4.540790583E0,1.940879813E-1,-3.371773517E-1,6.670403629E0,6.681739540E0
4.550770583E0,2.529856324E-1,-3.078102958E-1,7.031396105E0,7.042675635E0
4.560750583E0,2.506449189E-1,-2.945616746E-1,7.204269621E0,7.214644151E0
4.570730583E0,1.622498007E-1,-3.280551106E-1,7.188184515E0,7.197495521E0
4.580709583E0,3.413398018E-2,-3.972878981E-1,7.009271995E0,7.020605153E0
4.590689583E0,-9.368533172E-2,-4.625416553E-1,6.709772347E0,6.726348688E0
4.600669583E0,-2.043623249E-1,-5.372082603E-1,6.291056158E0,6.317257653E0
4.610649583E0,-2.286463049E-1,-6.677765858E-1,5.719960359E0,5.763345488E0
4.620628583E0,-1.087029641E-1,-8.341371801E-1,5.027973377E0,5.097854201E0
4.630608583E0,3.476076515E-2,-9.757134739E-1,4.344987014E0,4.453328783E0
4.640588583E0,1.160216772E-1,-1.083589925E0,3.655016736E0,3.814023531E0
4.650568583E0,1.574201102E-1,-1.183310095E0,2.783480473E0,3.028657692E0
4.660548583E0,1.144398044E-1,-1.263796141E0,1.732533506E0,2.147544995E0
4.670527458E0,-4.235353913E-2,-1.261957192E0,6.961630636E-1,1.441864344E0
4.680507458E0,-1.034294973E-1,-1.210424803E0,-2.689707506E-1,1.244255251E0
4.690487458E0,1.992166473E-2,-1.154080448E0,-1.188784550E0,1.656957230E0
4.700467458E0,1.275598052E-1,-1.087826525E0,-1.975198218E0,2.258549546E0
4.710446458E0,1.558370314E-1,-9.639778197E-1,-2.719065791E0,2.889092797E0
4.720426458E0,9.578159507E-2,-7.965040617E-1,-3.517293173E0,3.607623054E0
4.730406458E0,-1.010922008E-1,-6.050279219E-1,-4.354565923E0,4.397558731E0
4.740386458E0,-1.775065934E-1,-4.093621060E-1,-5.176690291E0,5.195883783E0
4.750365458E0,-1.205115897E-1,-2.080978735E-1,-5.745726115E0,5.750756155E0
4.760345458E0,-7.170609576E-2,-3.850493833E-2,-5.956840421E0,5.957396428E0
4.770325458E0,-8.847001735E-3,1.062883472E-1,-6.107543634E0,6.108474828E0
4.780305458E0,-6.701897683E-2,2.387488317E-1,-6.417989854E0,6.422778707E0
4.790285458E0,-9.279202335E-2,3.604130173E-1,-6.796798212E0,6.806979788E0
4.800264458E0,-7.482988849E-2,4.230513149E-1,-6.905755813E0,6.919106538E0
4.810244458E0,-1.925395838E-2,4.363204014E-1,-6.608277547E0,6.622694191E0
4.820224458E0,5.474618280E-2,3.995291358E-1,-6.135685113E0,6.148922872E0
4.830204458E0,7.892368862E-2,3.538740760E-1,-5.730912779E0,5.742370337E0
4.840183458E0,6.714251753E-2,2.772213180E-1,-5.395828146E0,5.403362023E0
4.850163458E0,-1.182968471E-2,1.873687631E-1,-4.968359259E0,4.971905140E0
4.860143458E0,-3.513128676E-2,7.310890675E-2,-4.312970585E0,4.313733230E0
4.870123458E0,2.468540959E-2,-7.738000542E-2,-3.423046582E0,3.424010066E0
4.880102458E0,1.390670525E-1,-2.065832984E-1,-2.451591343E0,2.464207056E0
4.890082458E0,1.845197804E-1,-3.010743034E-1,-1.550481616E0,1.590184432E0
4.900062458E0,8.309470855E-2,-3.799932960E-1,-7.473718089E-1,8.425344244E-1
4.910042458E0,-8.673207868E-2,-4.451087666E-1,3.346419990E-2,4.547132285E-1
4.920021458E0,-1.763268080E-1,-4.646852446E-1,9.358199680E-1,1.059614332E0
4.930001458E0,-1.522016347E-1,-4.897271150E-1,1.928793545E0,1.995806234E0
4.939981458E0,-5.507368170E-2,-4.781557676E-1,2.878346284E0,2.918311734E0
4.949961458E0,4.043113908E-2,-4.517161202E-1,3.743064694E0,3.770439687E0
4.959941458E0,6.216613501E-2,-4.255276108E-1,4.475248361E0,4.495863239E0
4.969920458E0,4.583508097E-2,-3.463656664E-1,5.105501609E0,5.117442400E0
4.979900458E0,-1.747685250E-2,-2.751845866E-1,5.629813836E0,5.636562412E0
4.989880458E0,-9.579431277E-2,-2.332647282E-1,6.071779139E0,6.077013320E0
4.999860458E0,-9.279518450E-2,-2.059699255E-1,6.366081197E0,6.370088254E0
5.009839458E0,-2.301812173E-2,-2.019821244E-1,6.562710196E0,6.565858034E0
5.019819458E0,7.222155523E-2,-2.224438709E-1,6.681976438E0,6.686068078E0
5.029799458E0,1.465822503E-1,-2.956293762E-1,6.676811593E0,6.684960443E0
5.039779458E0,2.222547866E-1,-3.735739303E-1,6.476501772E0,6.491073091E0
5.049758458E0,2.114608265E-1,-4.748424429E-1,6.118652174E0,6.140691773E0
5.059738458E0,1.045404318E-1,-5.871627778E-1,5.645376785E0,5.676792041E0
5.069718458E0,-6.435153186E-3,-6.856331053E-1,5.022768770E0,5.069353044E0
5.079698458E0,-6.430168435E-2,-8.077533737E-1,4.283358530E0,4.359330283E0
5.089678458E0,-9.614752114E-2,-9.139180523E-1,3.568459234E0,3.684886953E0
5.099657458E0,-7.799699631E-2,-1.002289946E0,2.806736019E0,2.981347975E0
5.109637458E0,1.846711501E-2,-1.079118851E0,1.970505243E0,2.246715256E0
5.119617458E0,3.362512624E-2,-1.103509050E0,1.122759545E0,1.574627533E0
5.129597458E0,-4.875664227E-2,-1.100601814E0,2.336904055E-1,1.126193930E0
5.139576458E0,-7.634082729E-2,-1.038194774E0,-7.222246885E-1,1.266998347E0
5.149556458E0,-7.021672770E-2,-9.533353025E-1,-1.651567696E0,1.908259532E0
5.159536458E0,-3.876458212E-2,-8.527263558E-1,-2.435731355E0,2.580975041E0
5.169516458E0,1.037597188E-1,-7.456448337E-1,-3.128692483E0,3.217991447E0
5.179495458E0,1.592040226E-1,-6.025716528E-1,-3.748852268E0,3.800306810E0
5.189475458E0,9.989876579E-2,-4.372536170E-1,-4.369805521E0,4.392763456E0
5.199455458E0,6.884698089E-2,-2.656999643E-1,-5.035766546E0,5.043241129E0
5.209435458E0,3.988531977E-4,-8.689503327E-2,-5.594244053E0,5.594918894E0
5.219414458E0,6.506854668E-3,7.612270787E-2,-5.921657140E0,5.922149972E0
5.229394458E0,2.825952016E-2,1.935258812E-1,-6.054444484E0,6.057602568E0
5.239374458E0,-3.550451271E-2,3.033449234E-1,-6.109166236E0,6.116795796E0
5.249354458E0,-8.968770001E-2,3.841243538E-1,-6.195819048E0,6.208362834E0
5.259334458E0,-1.666316859E-1,4.236374983E-1,-6.268667169E0,6.285174853E0
5.269313458E0,-1.567873501E-1,4.284816241E-1,-6.129784103E0,6.146741570E0
5.279293458E0,-1.063477970E-1,3.948604265E-1,-5.732518424E0,5.747085531E0
5.289273458E0,-3.695599264E-2,3.220772097E-1,-5.193373566E0,5.203482341E0
5.299253458E0,4.545669302E-2,2.387073165E-1,-4.633821926E0,4.640188911E0
5.309232458E0,4.060079969E-2,1.462397406E-1,-4.128442399E0,4.131231188E0
5.319212458E0,2.286389228E-3,6.502425402E-2,-3.545056922E0,3.545653954E0
5.329192458E0,-1.786095975E-2,-3.628986686E-2,-2.795302373E0,2.795594986E0
5.339172458E0,2.882333793E-2,-1.434207979E-1,-1.903189173E0,1.908803116E0
5.349151458E0,1.087463705E-1,-2.348943472E-1,-9.920011854E-1,1.025215821E0
5.359131458E0,1.431945837E-1,-2.978644744E-1,-9.958100617E-2,3.451728707E-1
5.369111458E0,8.400661837E-2,-3.315488219E-1,7.332852817E-1,8.091285668E-1
5.379091458E0,-1.465988327E-2,-3.556229782E-1,1.528888434E0,1.569771467E0
5.389070458E0,-8.944553392E-2,-3.509767807E-1,2.337437321E0,2.365332626E0
5.399050458E0,-1.103940428E-1,-3.393390673E-1,3.147043385E0,3.167210115E0
5.409030458E0,-6.519828178E-2,-3.123132366E-1,3.920234159E0,3.933195423E0
5.419010458E0,6.691014552E-3,-2.844132471E-1,4.597848101E0,4.606641165E0
5.428990458E0,5.587341635E-2,-2.751296228E-1,5.151723264E0,5.159367281E0
5.438969458E0,6.523439747E-2,-2.355971825E-1,5.636892475E0,5.642190916E0
5.448949458E0,6.495098110E-2,-1.964617682E-1,5.972095807E0,5.975679391E0
5.458929458E0,3.494354546E-2,-1.822436786E-1,6.188925766E0,6.191707030E0
5.468909458E0,1.443655618E-2,-2.111295086E-1,6.275660439E0,6.279227503E0
5.478888458E0,3.498845939E-3,-2.499667150E-1,6.246738356E0,6.251738614E0
5.488868458E0,1.149949062E-2,-2.880250722E-1,6.121538360E0,6.128321350E0
5.498848458E0,4.364483275E-2,-3.683465195E-1,5.876091542E0,5.887787007E0
5.508828458E0,7.224138094E-2,-4.732888377E-1,5.463672804E0,5.484609526E0
5.518807458E0,8.527151730E-2,-6.047927177E-1,4.910753660E0,4.948590403E0
5.528787458E0,4.856474396E-2,-7.033957770E-1,4.344486492E0,4.401327872E0
5.538767458E0,-8.159095086E-3,-7.791540572E-1,3.708408247E0,3.789385088E0
5.548747458E0,-4.057200216E-2,-8.678317603E-1,2.910018897E0,3.036937278E0
5.558726458E0,-3.790126814E-2,-9.406298876E-1,2.027193414E0,2.235113919E0
5.568706458E0,-2.041683253E-2,-9.721802938E-1,1.221468732E0,1.561261424E0
5.578686458E0,2.891178620E-2,-9.722802812E-1,4.820877278E-1,1.085621211E0
5.588666458E0,6.125130158E-2,-9.471808156E-1,-3.045978355E-1,9.968365267E-1
5.598646458E0,1.515583679E-2,-9.042701465E-1,-1.164700454E0,1.474605488E0
5.608625458E0,-4.672374811E-2,-7.833769163E-1,-2.047543479E0,2.192782889E0
5.618605458E0,-5.845117964E-2,-6.371088168E-1,-2.824572365E0,2.896123829E0
5.628585458E0,-5.507786611E-2,-4.956059057E-1,-3.440202312E0,3.476154590E0
5.638565458E0,-2.841591490E-3,-3.455730763E-1,-4.015694633E0,4.030537459E0
5.648544458E0,2.474859606E-2,-2.066359234E-1,-4.552406464E0,4.557160905E0
5.658524458E0,5.576544385E-3,-5.267639637E-2,-4.994303940E0,4.994584842E0
5.668504458E0,1.190926166E-2,8.436742812E-2,-5.412534810E0,5.413205406E0
5.678484500E0,-1.159775125E-2,2.033851638E-1,-5.739235706E0,5.742850034E0
5.688463500E0,1.914274251E-2,2.901572594E-1,-5.920078391E0,5.927215690E0
5.698443500E0,6.339269813E-2,3.471760905E-1,-5.888347306E0,5.898913787E0
5.708423500E0,5.125568742E-2,3.962468013E-1,-5.759450115E0,5.773292328E0
5.718403500E0,1.106340710E-2,4.138991068E-1,-5.667305013E0,5.682409786E0
5.728382500E0,-8.021078870E-2,4.025930768E-1,-5.517758964E0,5.533008128E0
5.738362500E0,-7.293241220E-2,3.540424758E-1,-5.185321950E0,5.197906207E0
5.748342500E0,-6.951677945E-2,3.140893283E-1,-4.630150459E0,4.641312095E0
5.758322500E0,-3.746588811E-2,2.202713379E-1,-4.001951922E0,4.008184419E0
5.768302500E0,-5.542721897E-3,1.094262555E-1,-3.399030898E0,3.400796358E0
5.778281500E0,-2.030946303E-2,2.961322367E-2,-2.753395963E0,2.753630104E0
5.788261500E0,-4.743312500E-2,-4.653886646E-2,-2.038579697E0,2.039662459E0
5.798241500E0,-5.653177628E-2,-1.302022898E-1,-1.274377263E0,1.282258120E0
5.808221500E0,-1.281129518E-2,-2.074440086E-1,-4.475564110E-1,4.934611302E-1
5.818200500E0,8.473162743E-2,-2.783599171E-1,4.337300849E-1,5.222886929E-1
5.828180500E0,1.355386964E-1,-3.016455764E-1,1.303380037E0,1.344678516E0
5.838160500E0,1.056392332E-1,-3.065119216E-1,2.099544522E0,2.124428489E0
5.848140500E0,6.714847438E-2,-2.889173573E-1,2.782125088E0,2.797892450E0
5.858119500E0,2.257427238E-2,-2.735967752E-1,3.417626213E0,3.428634382E0
5.868099500E0,-3.689516332E-2,-2.365859467E-1,4.107128713E0,4.114102627E0
5.878079500E0,-3.219949284E-2,-1.940807819E-1,4.712331321E0,4.716436222E0
5.888059500E0,1.341546787E-2,-1.741113710E-1,5.161850642E0,5.164803655E0
5.898039500E0,3.011306925E-2,-1.739628518E-1,5.500707314E0,5.503539845E0
5.908018500E0,9.852010198E-3,-1.759836495E-1,5.782267120E0,5.784952926E0
5.917998500E0,-1.221998636E-2,-1.701551449E-1,5.920992311E0,5.923449337E0
5.927978500E0,-2.648373904E-2,-1.860478771E-1,5.904951060E0,5.907940607E0
5.937958500E0,-4.388200130E-2,-2.452673078E-1,5.760662243E0,5.766048140E0
5.947937500E0,-2.092564079E-2,-3.288555944E-1,5.511131730E0,5.520974265E0
5.957917500E0,4.830340996E-2,-3.985099661E-1,5.224470813E0,5.239870103E0
5.967897500E0,9.241686964E-2,-4.730733678E-1,4.843941035E0,4.867864423E0
5.977877500E0,1.171192453E-1,-5.718433651E-1,4.327793861E0,4.366980817E0
5.987856500E0,1.109782710E-1,-6.751239046E-1,3.642481475E0,3.706181291E0
5.997836500E0,4.675342273E-2,-7.250655583E-1,2.951407244E0,3.039524743E0
6.007816500E0,-4.455148922E-2,-7.684366956E-1,2.215895342E0,2.345777474E0
6.017796500E0,-6.173506731E-2,-8.019383177E-1,1.412960951E0,1.625845913E0
6.027775500E0,-3.379784751E-2,-8.262940174E-1,5.915212923E-1,1.016760314E0
6.037755500E0,-1.697611157E-2,-8.164566618E-1,-1.408740431E-1,8.286948564E-1
6.047735500E0,5.664360428E-2,-7.640121076E-1,-8.501278532E-1,1.144395196E0
6.057715500E0,5.313448917E-2,-6.933736494E-1,-1.584215958E0,1.730124415E0
6.067695500E0,-1.362017523E-2,-5.906719843E-1,-2.363214186E0,2.435951599E0
6.077674500E0,-2.767655276E-2,-4.650021636E-1,-3.120253197E0,3.154833279E0
6.087654500E0,-8.355232626E-3,-3.335590947E-1,-3.717097794E0,3.732043340E0
6.097634500E0,7.544726310E-3,-1.962541920E-1,-4.148002505E0,4.152649445E0
6.107614500E0,5.093980987E-2,-6.421426848E-2,-4.567002284E0,4.567737755E0
6.117593500E0,4.912629593E-3,6.541718692E-2,-4.946045700E0,4.946480729E0
6.127573500E0,-3.341005834E-2,1.844232282E-1,-5.275252712E0,5.278581186E0
6.137553500E0,-4.611010110E-2,2.774600306E-1,-5.516218808E0,5.523384845E0
6.147533500E0,-5.622934733E-2,3.452200507E-1,-5.607638270E0,5.618535894E0
6.157512500E0,-6.966756452E-3,3.854610273E-1,-5.533677424E0,5.547090641E0
6.167492500E0,1.840566443E-2,3.855412804E-1,-5.340250946E0,5.354181638E0
6.177472500E0,3.097708672E-2,3.775759108E-1,-5.148627748E0,5.162546934E0
6.187452500E0,-9.554386921E-3,3.490153322E-1,-4.915214501E0,4.927599474E0
6.197431500E0,-4.599585199E-2,2.972692278E-1,-4.563087573E0,4.572991670E0
6.207411500E0,-2.407077586E-2,2.256151083E-1,-4.032438135E0,4.038816521E0
6.217391500E0,-4.577474501E-3,1.556172127E-1,-3.370812820E0,3.374406131E0
6.227371500E0,1.709186817E-2,7.268264472E-2,-2.717264848E0,2.718290484E0
6.237350500E0,1.237069834E-3,-9.253218770E-4,-2.072791756E0,2.072792331E0
6.247330500E0,-4.804949462E-2,-6.042863488E-2,-1.388406739E0,1.390551562E0
6.257310500E0,-6.795343498E-2,-9.844518453E-2,-6.480872566E-1,6.590343055E-1
6.267290500E0,-4.258826829E-2,-1.452924916E-1,1.407015502E-1,2.066896102E-1
6.277270500E0,1.374567110E-2,-1.888045469E-1,9.400580299E-1,9.589291944E-1
6.287249500E0,7.322280868E-2,-2.114429194E-1,1.745269327E0,1.759555259E0
6.297229500E0,8.670077780E-2,-1.923649165E-1,2.485306388E0,2.494247207E0
6.307209500E0,5.509635793E-2,-1.676174533E-1,3.138721043E0,3.143676352E0
6.317189500E0,9.018325154E-3,-1.446814576E-1,3.688432404E0,3.691279948E0
