"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.486840000E-1,1.205009551E-1,-1.487993153E0,-1.084502032E1,1.094728779E1
6.586640000E-1,-1.584473016E-2,-8.233989879E-1,-1.169445235E1,1.172341473E1
6.686429583E-1,-1.376522821E-1,-3.930316367E-1,-1.197231789E1,1.197955833E1
6.786229584E-1,-1.365545405E-1,-1.493492533E-1,-1.213293973E1,1.213462727E1
6.886029583E-1,-8.778392882E-2,1.001537592E-1,-1.263760707E1,1.263830880E1
6.985829583E-1,-5.851277640E-2,3.144389918E-1,-1.301596285E1,1.301989188E1
7.085619583E-1,-9.121376848E-2,2.663049684E-1,-1.262297734E1,1.262611560E1
7.185419584E-1,-1.052077178E-1,2.510900382E-2,-1.166915028E1,1.166965156E1
7.285219583E-1,-6.219326975E-2,-2.273518045E-1,-1.090624768E1,1.090879441E1
7.385019583E-1,2.031724714E-4,-5.069618563E-1,-1.048223450E1,1.049448667E1
7.484809583E-1,4.575687446E-2,-9.501188953E-1,-9.692238246E0,9.738803922E0
7.584609583E-1,-1.692586206E-4,-1.448560408E0,-8.219562020E0,8.346228315E0
7.684409583E-1,-3.839253475E-2,-1.873341330E0,-6.531348655E0,6.794806618E0
7.784209583E-1,-2.406189540E-2,-2.261628170E0,-5.067279530E0,5.549131715E0
7.883999583E-1,9.259405855E-2,-2.653611182E0,-3.598975267E0,4.472454465E0
7.983799583E-1,8.831601631E-2,-2.890191866E0,-1.849495361E0,3.432439632E0
8.083599583E-1,-9.068116022E-2,-2.957563485E0,-2.110026240E-2,2.959028567E0
8.183399583E-1,-1.447784848E-1,-3.002668321E0,1.600741943E0,3.405782234E0
8.283189583E-1,-5.469742251E-2,-3.078475426E0,3.211502506E0,4.449016869E0
8.382989583E-1,4.770888518E-2,-2.932849351E0,5.029705322E0,5.822526692E0
8.482789584E-1,1.020184363E-1,-2.596017569E0,6.819435707E0,7.297562494E0
8.582589583E-1,1.334147501E-1,-2.280239857E0,8.273282729E0,8.582802597E0
8.682379583E-1,1.130788193E-1,-2.043491943E0,9.384667686E0,9.605239910E0
8.782179583E-1,6.824912136E-2,-1.764402586E0,1.040256736E1,1.055135925E1
8.881979584E-1,1.641675230E-2,-1.395036896E0,1.143074644E1,1.151557040E1
8.981779583E-1,-3.596174670E-2,-1.061942071E0,1.225714746E1,1.230311660E1
9.081569584E-1,-5.215978573E-2,-9.588463032E-1,1.263053194E1,1.266698243E1
9.181369583E-1,-2.796017013E-2,-1.048940787E0,1.260918726E1,1.265277290E1
9.281169584E-1,-1.324823750E-3,-1.121928071E0,1.252830975E1,1.257844464E1
9.380969583E-1,4.140652774E-2,-1.160848893E0,1.240200287E1,1.245628194E1
9.480759584E-1,1.146923402E-1,-1.375038249E0,1.193256969E1,1.201208158E1
9.580559583E-1,1.516858007E-1,-1.847441819E0,1.103034431E1,1.118501433E1
9.680359584E-1,1.837250158E-1,-2.393664147E0,9.798289781E0,1.008810515E1
9.780159583E-1,1.519342160E-1,-2.785135235E0,8.580631680E0,9.022599532E0
9.879949584E-1,2.684157036E-2,-3.074844305E0,7.445643852E0,8.055619178E0
9.979749583E-1,-1.059986908E-1,-3.421290078E0,5.993926971E0,6.902435951E0
1.007954958E0,-1.876809679E-1,-3.875131661E0,4.139745067E0,5.673566670E0
1.017934958E0,-1.401841448E-1,-4.144191290E0,2.243711132E0,4.714680549E0
1.027913958E0,-5.720586888E-3,-4.148184645E0,7.562531447E-1,4.216561087E0
1.037893958E0,1.147560474E-1,-4.058415267E0,-5.089369726E-1,4.091811368E0
1.047873958E0,1.862368152E-1,-3.984714330E0,-2.048964937E0,4.484516669E0
1.057853958E0,9.602432761E-2,-3.765850124E0,-3.852546791E0,5.388224625E0
1.067832958E0,-1.393555029E-1,-3.294734989E0,-5.420352538E0,6.344676527E0
1.077812958E0,-1.442452553E-1,-2.784210497E0,-6.681589937E0,7.239908762E0
1.087792958E0,2.324990901E-2,-2.320914697E0,-7.826785249E0,8.163685009E0
1.097772958E0,7.395723724E-2,-1.812116012E0,-8.852238355E0,9.036114099E0
1.107751958E0,1.448908975E-2,-1.242695440E0,-9.654652344E0,9.734311161E0
1.117731958E0,-3.165197418E-2,-7.804938005E-1,-1.034004191E1,1.036950525E1
1.127711958E0,6.286122277E-4,-3.921531656E-1,-1.107120699E1,1.107815006E1
1.137691958E0,2.441231721E-2,-1.889363285E-3,-1.173833220E1,1.173835774E1
1.147670958E0,-5.513291216E-2,2.721848554E-1,-1.191310197E1,1.191633848E1
1.157650958E0,-1.660461055E-1,3.683221073E-1,-1.156198018E1,1.156903704E1
1.167630958E0,-1.875110332E-1,3.392607877E-1,-1.117084823E1,1.117757167E1
1.177610958E0,-1.333214505E-1,2.608807257E-1,-1.107572104E1,1.107959521E1
1.187589958E0,-5.013206271E-2,8.300151855E-2,-1.086612292E1,1.086655556E1
1.197569958E0,3.952644691E-3,-2.470912005E-1,-1.004284899E1,1.004588899E1
1.207549958E0,9.914886039E-3,-6.259578842E-1,-8.751268635E0,8.773632333E0
1.217529958E0,6.891272552E-2,-1.006027633E0,-7.519007698E0,7.586324362E0
1.227508958E0,1.589854099E-1,-1.413297020E0,-6.372006181E0,6.528793732E0
1.237488958E0,1.367478092E-1,-1.780320753E0,-5.068084692E0,5.373427620E0
1.247468958E0,1.612481179E-2,-2.075427973E0,-3.581729490E0,4.139619236E0
1.257448958E0,-1.328375751E-1,-2.320712822E0,-2.014858128E0,3.076200107E0
1.267427958E0,-8.269183539E-2,-2.541067483E0,-4.094477677E-1,2.575171716E0
1.277407958E0,-1.082940884E-3,-2.634245788E0,1.322516804E0,2.947592703E0
1.287387958E0,1.929544620E-3,-2.544963775E0,3.056874057E0,3.977602713E0
1.297367958E0,-1.289987136E-2,-2.414570282E0,4.549693941E0,5.150731114E0
1.307346958E0,-3.999150155E-2,-2.313719260E0,5.883304667E0,6.322038433E0
1.317326958E0,-3.984166665E-2,-2.113449785E0,7.240010726E0,7.542281662E0
1.327306958E0,3.800555871E-2,-1.798157392E0,8.605762428E0,8.791698436E0
1.337286958E0,1.179234384E-1,-1.468130600E0,9.814333956E0,9.924236213E0
1.347265958E0,1.469658916E-1,-1.225498048E0,1.073568674E1,1.080640617E1
1.357245958E0,1.427914913E-1,-1.054492133E0,1.134056366E1,1.139037871E1
1.367225958E0,1.230747167E-1,-9.138163108E-1,1.171118942E1,1.174743229E1
1.377205958E0,4.627420686E-2,-8.127787632E-1,1.195198478E1,1.197967825E1
1.387184958E0,-4.489914274E-2,-8.263823104E-1,1.194987277E1,1.197849668E1
1.397164958E0,-4.805906944E-2,-1.022199715E0,1.153581038E1,1.158111061E1
1.407144958E0,-3.822525870E-3,-1.306046952E0,1.085891564E1,1.093717615E1
1.417124958E0,2.309394367E-2,-1.598063918E0,1.015915830E1,1.028410613E1
1.427104958E0,4.184450246E-2,-1.905491806E0,9.319230326E0,9.512134559E0
1.437083958E0,9.866350494E-2,-2.307857426E0,8.088115443E0,8.411513051E0
1.447063958E0,7.891760387E-2,-2.714529521E0,6.644998646E0,7.178503014E0
1.457043958E0,-4.359026179E-2,-3.017821966E0,5.223372706E0,6.032642203E0
1.467023958E0,-1.214175975E-1,-3.206969452E0,3.753578573E0,4.938496472E0
1.477002958E0,-1.152970976E-1,-3.343572396E0,2.163753966E0,3.984294293E0
1.486982958E0,-1.231690030E-1,-3.435271063E0,5.748508805E-1,3.485213253E0
1.496962958E0,-9.659910891E-3,-3.408822645E0,-9.593614429E-1,3.541262419E0
1.506942958E0,1.299370820E-1,-3.270986523E0,-2.310623159E0,4.006896038E0
1.516921958E0,9.967876431E-2,-3.017215317E0,-3.538890449E0,4.651587872E0
1.526901958E0,3.598018371E-2,-2.720915557E0,-4.957450109E0,5.655173528E0
1.536881958E0,5.126312435E-2,-2.333995942E0,-6.400817751E0,6.813268881E0
1.546861958E0,7.505852376E-2,-1.874003673E0,-7.503234249E0,7.734083510E0
1.556840958E0,1.414119504E-1,-1.437761332E0,-8.264589089E0,8.389909880E0
1.566820958E0,5.323764685E-2,-1.002135141E0,-8.979990077E0,9.035891260E0
1.576800958E0,-4.373270544E-2,-5.683451953E-1,-9.740813990E0,9.757478465E0
1.586780958E0,-1.209336033E-1,-2.082426286E-1,-1.035012602E1,1.035292705E1
1.596759958E0,-1.147208179E-1,5.075558603E-2,-1.071542848E1,1.071616277E1
1.606739958E0,-1.158775525E-1,2.443196203E-1,-1.085142419E1,1.085479280E1
1.616719958E0,-1.374112032E-1,3.472795862E-1,-1.075210339E1,1.075858783E1
1.626699958E0,-8.758319573E-2,3.177622569E-1,-1.044042223E1,1.044562397E1
1.636678958E0,-1.000248464E-2,2.065685342E-1,-1.005005744E1,1.005218509E1
1.646658958E0,3.948822074E-2,3.283745147E-2,-9.652264926E0,9.652401557E0
1.656638958E0,-4.455468692E-3,-2.101253955E-1,-9.026012927E0,9.028459552E0
1.666618375E0,-5.956558585E-3,-5.228980771E-1,-7.983900518E0,8.001007772E0
1.676597375E0,2.664514046E-2,-8.610826117E-1,-6.663527303E0,6.718985738E0
1.686577375E0,5.911935193E-2,-1.149269652E0,-5.436220711E0,5.556690693E0
1.696557375E0,2.684354380E-2,-1.434350651E0,-4.375417678E0,4.604602287E0
1.706537375E0,-4.472474953E-2,-1.705202158E0,-3.142119445E0,3.575280312E0
1.716516375E0,-1.104380614E-1,-1.890683148E0,-1.568751242E0,2.459239677E0
1.726496375E0,-9.526680255E-2,-1.994348434E0,8.417651653E-2,1.998396139E0
1.736476375E0,3.318999290E-2,-2.068947212E0,1.525898752E0,2.570994193E0
1.746456375E0,1.072891073E-1,-2.078780474E0,2.940072416E0,3.602341603E0
1.756436375E0,6.577463452E-2,-1.946526396E0,4.403854442E0,4.815311544E0
1.766415375E0,-1.297826059E-2,-1.744969364E0,5.785063258E0,6.042519625E0
1.776395375E0,-7.570072163E-2,-1.542421814E0,6.954374242E0,7.123771245E0
1.786375375E0,-1.042908287E-1,-1.354425060E0,7.981523041E0,8.096298776E0
1.796355375E0,-1.067313104E-1,-1.136627972E0,8.934151999E0,9.006796693E0
1.806334375E0,-9.243560814E-2,-9.120504516E-1,9.781044588E0,9.823910301E0
1.816314375E0,-1.799579289E-2,-7.465017432E-1,1.038363407E1,1.041044885E1
1.826294375E0,7.393508177E-2,-6.775537151E-1,1.071105827E1,1.073272168E1
1.836274375E0,1.557198678E-1,-7.007677460E-1,1.088283076E1,1.090648107E1
1.846253375E0,2.567445333E-1,-7.535716116E-1,1.086737773E1,1.089649883E1
1.856233375E0,3.187441505E-1,-8.994713366E-1,1.060733334E1,1.065017217E1
1.866213375E0,3.043363919E-1,-1.138582696E0,1.011729457E1,1.018570767E1
1.876193375E0,2.144567570E-1,-1.419771788E0,9.427570462E0,9.536290077E0
1.886172375E0,7.669208050E-2,-1.702967060E0,8.532992660E0,8.701605726E0
1.896152375E0,-7.711852524E-2,-2.013333759E0,7.408670738E0,7.677751116E0
1.906132375E0,-1.963170130E-1,-2.339208443E0,6.137010092E0,6.570641474E0
1.916112375E0,-2.339191047E-1,-2.640712809E0,4.798591200E0,5.482203917E0
1.926091375E0,-1.516296308E-1,-2.844916875E0,3.447821234E0,4.472584805E0
1.936071375E0,-2.589666031E-2,-2.973129650E0,2.130442379E0,3.657725424E0
1.946051375E0,-5.429578274E-3,-3.039213712E0,8.436105466E-1,3.154128758E0
1.956031375E0,-4.574020989E-3,-3.016670941E0,-6.306151915E-1,3.081882543E0
1.966010375E0,-7.696375675E-2,-2.902249409E0,-2.155822218E0,3.616150507E0
1.975990375E0,-2.160892814E-1,-2.645489399E0,-3.523466079E0,4.411362822E0
1.985970375E0,-7.740946077E-3,-2.347738945E0,-4.793868989E0,5.337894525E0
1.995950375E0,1.785565157E-1,-2.025401096E0,-5.808804708E0,6.154376018E0
2.005930375E0,1.386436958E-1,-1.652627504E0,-6.646984361E0,6.850751844E0
2.015909375E0,1.660744279E-1,-1.269531821E0,-7.561482457E0,7.669113945E0
2.025889375E0,3.315494615E-2,-8.744978055E-1,-8.503691677E0,8.548603266E0
2.035869375E0,2.092413330E-2,-4.781505051E-1,-9.343382835E0,9.355632984E0
2.045849375E0,-1.505248725E-2,-1.383208564E-1,-9.805352633E0,9.806339760E0
2.055828375E0,-7.296890248E-2,1.168490034E-1,-9.878251040E0,9.879211596E0
2.065808375E0,-1.229527200E-1,2.822797443E-1,-9.875544949E0,9.880343479E0
2.075788375E0,-1.386709402E-1,3.896029756E-1,-9.972910445E0,9.981480995E0
2.085768375E0,-1.002918540E-1,3.986109768E-1,-1.001418243E1,1.002261438E1
2.095747375E0,-8.347473188E-2,3.120331550E-1,-9.725298988E0,9.730661495E0
2.105727375E0,-8.656621875E-2,1.481791158E-1,-9.026590047E0,9.028221233E0
2.115707375E0,-5.186734272E-2,-7.069707647E-2,-8.123406313E0,8.123879518E0
2.125687375E0,5.425777584E-3,-3.251851510E-1,-7.224714410E0,7.232031052E0
2.135666375E0,1.792944526E-2,-5.951236157E-1,-6.339445961E0,6.367343926E0
2.145646375E0,-9.326528236E-3,-8.617334068E-1,-5.363915212E0,5.432702629E0
2.155626375E0,-5.528131267E-2,-1.121327562E0,-4.147599632E0,4.296860974E0
2.165606375E0,-3.005773997E-2,-1.359072135E0,-2.699060127E0,3.022069838E0
2.175585375E0,1.015549531E-1,-1.550023487E0,-1.222080935E0,1.976453397E0
2.185565375E0,1.587333218E-1,-1.666566681E0,1.739529115E-1,1.683122213E0
2.195545375E0,1.025370295E-1,-1.720217808E0,1.487292511E0,2.276335248E0
2.205525375E0,-8.588280715E-3,-1.703899106E0,2.807085682E0,3.283759423E0
2.215505375E0,-5.610734152E-2,-1.633526697E0,4.114048893E0,4.426844903E0
2.225484375E0,-2.448907105E-2,-1.493539091E0,5.427834635E0,5.629622328E0
2.235464375E0,3.587166304E-2,-1.361270396E0,6.639870638E0,6.778069486E0
2.245444375E0,1.131667194E-1,-1.206651303E0,7.693575736E0,7.788447964E0
2.255424375E0,1.742202389E-1,-1.051407142E0,8.541934222E0,8.608161820E0
2.265403375E0,1.421224511E-1,-8.662918961E-1,9.284913018E0,9.326321364E0
2.275383375E0,3.387971766E-2,-7.175556868E-1,9.839914355E0,9.866100979E0
2.285363375E0,-6.385809995E-2,-6.453069055E-1,1.011448440E1,1.013525005E1
2.295343375E0,-1.332086723E-1,-6.278974056E-1,1.015094764E1,1.017122105E1
2.305322375E0,-1.697660675E-1,-6.824127513E-1,1.005749042E1,1.008204450E1
2.315302375E0,-1.385472624E-1,-8.163198370E-1,9.795551530E0,9.830483366E0
2.325282375E0,6.270225160E-3,-1.021108040E0,9.282554251E0,9.338549907E0
2.335262375E0,1.873230817E-1,-1.318468777E0,8.573225012E0,8.676038091E0
2.345242375E0,2.841723784E-1,-1.610723725E0,7.807208186E0,7.976696341E0
2.355221375E0,2.701099526E-1,-1.852849908E0,6.868982089E0,7.119615658E0
2.365201375E0,1.666322706E-1,-2.096434680E0,5.685809696E0,6.062279817E0
2.375181375E0,-6.231257122E-2,-2.316371557E0,4.312865335E0,4.895943979E0
2.385161375E0,-2.798646798E-1,-2.477105668E0,2.884524452E0,3.812460891E0
2.395140375E0,-2.953978082E-1,-2.530327902E0,1.505225921E0,2.958973510E0
2.405120375E0,-1.184814821E-1,-2.534181510E0,2.539691341E-1,2.549630190E0
2.415100375E0,1.104666031E-1,-2.518987227E0,-8.927938163E-1,2.674804726E0
2.425080375E0,2.329299385E-1,-2.418922364E0,-2.043335822E0,3.175005991E0
2.435059375E0,8.677505571E-2,-2.190670746E0,-3.224038351E0,3.898844895E0
2.445039375E0,-1.503902952E-1,-1.890711507E0,-4.568646521E0,4.946709844E0
2.455019375E0,-1.494986862E-1,-1.563546781E0,-5.941829449E0,6.145922680E0
2.464999375E0,3.040833537E-2,-1.213278537E0,-6.918554783E0,7.024198870E0
2.474979375E0,1.541007373E-1,-8.860119233E-1,-7.341555812E0,7.396431972E0
2.484958375E0,9.037758923E-2,-5.682125366E-1,-7.695407669E0,7.716886211E0
2.494938375E0,-3.337667439E-2,-2.605749529E-1,-8.437273155E0,8.441361952E0
2.504918375E0,-6.767105101E-2,2.661316350E-2,-9.365770070E0,9.366052351E0
2.514898375E0,-2.937010741E-2,2.248533623E-1,-9.784196822E0,9.786824260E0
2.524877375E0,-4.492207479E-2,3.322928801E-1,-9.539203749E0,9.545095322E0
2.534857375E0,-1.008779277E-1,3.742059412E-1,-9.064557772E0,9.072839360E0
2.544837375E0,-1.192073865E-1,3.670089689E-1,-8.803721083E0,8.812174017E0
2.554817375E0,-7.747611903E-2,2.732802947E-1,-8.750054753E0,8.754664063E0
2.564796375E0,-7.669306722E-2,1.202117372E-1,-8.501179714E0,8.502375504E0
2.574776375E0,-1.218088858E-1,-9.120004579E-2,-7.709728670E0,7.711230188E0
2.584756375E0,-6.589670428E-2,-3.404786897E-1,-6.487985119E0,6.497247033E0
2.594736375E0,1.215273972E-1,-6.106396410E-1,-5.268589810E0,5.305251008E0
2.604715375E0,2.157570134E-1,-8.410240307E-1,-4.275606292E0,4.362875390E0
2.614695375E0,4.583869893E-2,-1.004279461E0,-3.395479884E0,3.541180885E0
2.624675375E0,-1.757650915E-1,-1.177066438E0,-2.343500299E0,2.628378287E0
2.634655375E0,-1.938251672E-1,-1.342321324E0,-9.709927243E-1,1.667999281E0
2.644634375E0,-5.605122652E-3,-1.436042543E0,5.758653724E-1,1.547213796E0
2.654614375E0,1.678958356E-1,-1.446164073E0,2.014114362E0,2.485203453E0
2.664594375E0,2.351114251E-1,-1.426724712E0,3.214967566E0,3.525171944E0
2.674574833E0,1.639477773E-1,-1.372409926E0,4.324969656E0,4.540457070E0
2.684554833E0,1.926935300E-2,-1.213990728E0,5.441204878E0,5.575020656E0
2.694533833E0,-9.520827558E-2,-1.028659719E0,6.498801883E0,6.580397507E0
2.704513833E0,-1.381653570E-1,-8.717444247E-1,7.420697876E0,7.473003745E0
2.714493833E0,-8.841560170E-2,-7.555275053E-1,8.190346407E0,8.225595018E0
2.724473833E0,-9.248668905E-3,-6.364472044E-1,8.818535589E0,8.841477281E0
2.734452833E0,4.497921305E-2,-5.544177854E-1,9.307937014E0,9.324542545E0
2.744432833E0,6.842609100E-2,-4.938517410E-1,9.600348083E0,9.613285338E0
2.754412833E0,4.547310177E-2,-5.112290812E-1,9.630343130E0,9.644010150E0
2.764392833E0,2.608989252E-2,-6.016907698E-1,9.391570324E0,9.410861046E0
2.774371833E0,-5.798592400E-3,-7.809640628E-1,8.981344877E0,9.015236785E0
2.784351833E0,-9.354649689E-3,-9.555513972E-1,8.451502939E0,8.505355249E0
2.794331833E0,3.482915930E-2,-1.141746624E0,7.794078264E0,7.877338028E0
2.804311833E0,6.698022075E-2,-1.406396282E0,6.942723080E0,7.084055379E0
2.814291833E0,7.865455225E-2,-1.681403698E0,5.901937405E0,6.137277089E0
2.824270833E0,9.958747465E-2,-1.916666420E0,4.785971155E0,5.156456896E0
2.834250833E0,1.311691269E-1,-2.092693047E0,3.629619355E0,4.191742620E0
2.844230833E0,1.046237911E-1,-2.222758512E0,2.409318897E0,3.279698018E0
2.854210833E0,6.442904402E-2,-2.303731923E0,1.113804535E0,2.559666466E0
2.864189833E0,6.966336183E-2,-2.293050230E0,-2.137812209E-1,2.304047472E0
2.874169833E0,-2.516617863E-2,-2.197751724E0,-1.371707091E0,2.590815764E0
2.884149833E0,-1.192448635E-1,-2.039320832E0,-2.488952712E0,3.219927700E0
2.894129833E0,-7.820404256E-2,-1.833475890E0,-3.717453305E0,4.145745866E0
2.904108833E0,-9.565982681E-2,-1.588017379E0,-4.794865939E0,5.051899580E0
2.914088833E0,-4.239779525E-2,-1.293088791E0,-5.671881629E0,5.817569716E0
2.924068833E0,-1.286445916E-2,-9.796787632E-1,-6.442576227E0,6.516649784E0
2.934048833E0,-8.176898031E-2,-6.805112368E-1,-7.195139194E0,7.227711237E0
2.944027833E0,-1.144764226E-2,-3.823956976E-1,-7.936519945E0,7.945735105E0
2.954007833E0,-3.554378042E-2,-1.178677346E-1,-8.409322295E0,8.410223399E0
2.963987833E0,1.537975774E-2,9.348521076E-2,-8.652384617E0,8.652903304E0
2.973967833E0,4.685410447E-3,2.525196093E-1,-8.776623917E0,8.780257142E0
2.983947833E0,3.664693074E-2,3.333743957E-1,-8.837006359E0,8.843368299E0
2.993926833E0,2.583095223E-2,3.720846444E-1,-8.739049709E0,8.747005432E0
3.003906833E0,-9.910116903E-4,3.580017717E-1,-8.437419335E0,8.445011030E0
3.013886833E0,-4.964174626E-2,2.758983855E-1,-7.985432489E0,7.990351448E0
3.023866833E0,-8.250269623E-2,1.242109403E-1,-7.376514561E0,7.378021558E0
3.033845833E0,-9.490306919E-2,-4.992352724E-2,-6.573008312E0,6.573882964E0
3.043825833E0,-1.068849277E-1,-2.438755243E-1,-5.668693142E0,5.674943312E0
3.053805833E0,-9.776392909E-2,-4.544090554E-1,-4.757065444E0,4.779719345E0
3.063785833E0,-7.009130493E-2,-6.760088807E-1,-3.783550816E0,3.844106863E0
3.073764833E0,-6.446679510E-2,-8.627540383E-1,-2.613130615E0,2.752626402E0
3.083744833E0,-1.590581529E-2,-9.830610850E-1,-1.324944568E0,1.649890966E0
3.093724833E0,2.045845740E-2,-1.078304042E0,-8.425077617E-2,1.081783873E0
3.103704833E0,2.821414942E-2,-1.146121219E0,1.089642670E0,1.581679814E0
3.113684833E0,2.094783280E-2,-1.149259127E0,2.245280524E0,2.522403613E0
3.123663833E0,-1.484820016E-2,-1.088564444E0,3.447435903E0,3.615246509E0
3.133643833E0,-2.772252649E-2,-9.917854232E-1,4.597530012E0,4.703369970E0
3.143623833E0,2.808980472E-2,-9.139817870E-1,5.583200417E0,5.657585938E0
