"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.143894000E0,2.496739522E-1,-1.897616484E0,-1.723104871E0,2.575339938E0
3.153874000E0,5.457136933E-2,-1.730754491E0,-2.814004108E0,3.304104759E0
3.163855000E0,-1.598360153E-1,-1.490083095E0,-3.888366249E0,4.167167775E0
3.173835000E0,-1.535524146E-1,-1.248475267E0,-4.900074890E0,5.058952734E0
3.183816000E0,-1.685807090E-2,-9.860209456E-1,-5.659041143E0,5.744324865E0
3.193797000E0,7.178054726E-2,-7.195744380E-1,-6.141256340E0,6.183685734E0
3.203777000E0,1.185144184E-1,-4.728463496E-1,-6.552952947E0,6.571059402E0
3.213758000E0,-5.058608986E-3,-2.176330742E-1,-7.122674065E0,7.125999971E0
3.223739000E0,-4.250512820E-2,6.911993623E-3,-7.808301031E0,7.808419779E0
3.233719000E0,-4.536789757E-2,2.239581536E-1,-8.261518131E0,8.264677691E0
3.243700000E0,-3.139891765E-2,3.781688185E-1,-8.277105639E0,8.285799618E0
3.253681000E0,-6.068295222E-3,4.691599725E-1,-7.986066327E0,7.999837704E0
3.263661000E0,-2.573465589E-2,5.186724405E-1,-7.789589941E0,7.806881248E0
3.273642000E0,-2.261673778E-2,5.154117407E-1,-7.798161374E0,7.815208353E0
3.283622000E0,-3.908384923E-2,4.618255176E-1,-7.714981808E0,7.728890907E0
3.293603000E0,-7.801269243E-2,3.622664385E-1,-7.219999216E0,7.229502862E0
3.303584000E0,-2.013793861E-2,2.072060269E-1,-6.398642002E0,6.402027753E0
3.313564500E0,7.407826547E-2,1.439935327E-2,-5.518410929E0,5.518926898E0
3.323545500E0,1.477521412E-1,-1.825544581E-1,-4.738172505E0,4.743989409E0
3.333526500E0,9.399501488E-2,-3.646990263E-1,-3.985492010E0,4.003247057E0
3.343506500E0,-4.564358465E-2,-5.013218513E-1,-3.160011925E0,3.199856606E0
3.353487500E0,-1.344495976E-1,-6.567458135E-1,-2.159161563E0,2.260834008E0
3.363467500E0,-9.503048368E-2,-8.183678243E-1,-1.032838724E0,1.321178458E0
3.373448500E0,6.578007974E-2,-9.507435241E-1,1.321897584E-1,9.621405302E-1
3.383429500E0,2.085165707E-1,-1.017533930E0,1.318375806E0,1.678382920E0
3.393409500E0,2.362542268E-1,-1.006292950E0,2.403590965E0,2.616427161E0
3.403390500E0,2.030132078E-1,-1.007113314E0,3.373746952E0,3.526706692E0
3.413371500E0,1.176839493E-1,-9.473658800E-1,4.281059990E0,4.386208643E0
3.423351500E0,2.135282557E-2,-8.494226789E-1,5.188256668E0,5.257374067E0
3.433332500E0,-5.263648912E-2,-7.226141131E-1,6.067137035E0,6.110244967E0
3.443313500E0,-9.438685142E-2,-5.953623283E-1,6.808409028E0,6.835041966E0
3.453293500E0,-1.115409742E-1,-5.149520034E-1,7.349698645E0,7.368560723E0
3.463274500E0,-1.247409904E-1,-4.293300551E-1,7.795263494E0,7.808073870E0
3.473254500E0,-1.247882798E-1,-3.508048725E-1,8.161841231E0,8.170329764E0
3.483235500E0,-1.144758379E-1,-2.840285003E-1,8.378607455E0,8.384201799E0
3.493216500E0,-6.641662225E-2,-3.115414041E-1,8.373644339E0,8.379700993E0
3.503196500E0,-2.087996855E-2,-4.136682880E-1,8.185382706E0,8.195855506E0
3.513177500E0,7.967887480E-2,-5.438887042E-1,7.871655028E0,7.890824832E0
3.523158500E0,1.889963356E-1,-6.796154433E-1,7.483154910E0,7.516329169E0
3.533138500E0,2.265946266E-1,-8.417669195E-1,6.988113846E0,7.042276038E0
3.543119500E0,2.271787634E-1,-1.022318999E0,6.259311039E0,6.346315546E0
3.553099500E0,1.857213466E-1,-1.231264572E0,5.342275836E0,5.485473177E0
3.563080500E0,5.209050536E-2,-1.378530207E0,4.439717755E0,4.649102353E0
3.573061500E0,-1.051751470E-1,-1.466446018E0,3.517679089E0,3.812557135E0
3.583041500E0,-1.450662409E-1,-1.568473499E0,2.455269241E0,2.917104794E0
3.593022500E0,-7.980904844E-2,-1.679083231E0,1.324720620E0,2.140227722E0
3.603003500E0,2.445396949E-2,-1.704861850E0,3.359289712E-1,1.737814777E0
3.612983500E0,1.794399752E-1,-1.674376222E0,-5.172177994E-1,1.761604011E0
3.622964500E0,2.489523692E-1,-1.595093533E0,-1.397951733E0,2.135549042E0
3.632945500E0,1.054290989E-1,-1.472456955E0,-2.386344017E0,2.806043932E0
3.642925500E0,-1.318009917E-1,-1.305518071E0,-3.468437347E0,3.708342833E0
3.652906500E0,-2.310397895E-1,-1.065444261E0,-4.483225717E0,4.613877294E0
3.662886500E0,-1.532677649E-1,-8.152069657E-1,-5.220235675E0,5.285727377E0
3.672867500E0,-2.826092714E-2,-5.845328464E-1,-5.688652613E0,5.718675185E0
3.682848500E0,9.181323599E-2,-3.863245149E-1,-6.102945383E0,6.115849790E0
3.692828500E0,6.937675690E-2,-1.572775295E-1,-6.552006868E0,6.554261465E0
3.702809500E0,-1.285503052E-2,6.620670721E-2,-7.069453293E0,7.069774992E0
3.712790500E0,-3.525368543E-2,2.660101591E-1,-7.558551248E0,7.563312845E0
3.722770500E0,-9.529846888E-3,3.973266359E-1,-7.782004933E0,7.792147332E0
3.732751500E0,4.196214113E-2,4.790034677E-1,-7.629707184E0,7.644843809E0
3.742731500E0,5.857340472E-2,5.237760365E-1,-7.275187576E0,7.294252974E0
3.752712500E0,6.861088129E-2,5.204966256E-1,-7.048050145E0,7.067576320E0
3.762693500E0,5.798300039E-3,4.867602378E-1,-6.992700986E0,7.009624543E0
3.772673500E0,-5.568436855E-2,4.150529087E-1,-6.788740749E0,6.801644700E0
3.782654500E0,-7.175047064E-2,3.040885431E-1,-6.156380163E0,6.164303261E0
3.792635500E0,-2.406567782E-3,1.503588116E-1,-5.213035414E0,5.215203907E0
3.802615500E0,1.006291196E-1,-2.131602466E-2,-4.349847220E0,4.351063252E0
3.812596500E0,1.607797559E-1,-1.888767600E-1,-3.647365070E0,3.655789452E0
3.822577500E0,7.835692897E-2,-3.350986665E-1,-2.918612550E0,2.938831424E0
3.832557500E0,-6.744554948E-2,-4.665662938E-1,-2.011992407E0,2.066481661E0
3.842538500E0,-9.437099084E-2,-6.000962341E-1,-9.829368317E-1,1.155502570E0
3.852519500E0,-2.106024552E-2,-7.202486220E-1,7.280719042E-2,7.242254472E-1
3.862499500E0,6.997432407E-2,-7.976604947E-1,1.130194280E0,1.385098474E0
3.872480500E0,1.256019929E-1,-8.209794831E-1,2.183864880E0,2.336460782E0
3.882460500E0,1.115288777E-1,-7.907242352E-1,3.136642942E0,3.236697770E0
3.892441500E0,4.098222088E-2,-7.427139169E-1,4.003902553E0,4.072411958E0
3.902422500E0,-4.979203798E-2,-6.805369645E-1,4.778687278E0,4.827158782E0
3.912402500E0,-8.278151706E-2,-5.987531286E-1,5.520645150E0,5.553636733E0
3.922383500E0,-1.082692012E-1,-4.806048739E-1,6.258688311E0,6.278047677E0
3.932364500E0,-9.396468244E-2,-3.657918710E-1,6.869623529E0,6.879997128E0
3.942344500E0,-2.266790092E-2,-3.200257140E-1,7.266724316E0,7.273803171E0
3.952325500E0,3.925922915E-2,-3.013888836E-1,7.510863696E0,7.517010709E0
3.962305500E0,9.555651382E-2,-2.977905071E-1,7.698117853E0,7.704468101E0
3.972286500E0,1.278828090E-1,-2.954299861E-1,7.761736729E0,7.768409743E0
3.982267500E0,1.497068105E-1,-3.113589710E-1,7.686220524E0,7.693980925E0
3.992247500E0,1.473377746E-1,-4.036718881E-1,7.409311593E0,7.421762439E0
4.002228500E0,9.937339347E-2,-5.776540357E-1,6.933241235E0,6.957973360E0
4.012209500E0,5.290005237E-2,-7.244033611E-1,6.350100172E0,6.391504584E0
4.022189500E0,1.582702406E-2,-8.315454018E-1,5.745957665E0,5.805837385E0
4.032170500E0,-2.102636822E-2,-9.680697012E-1,5.042486751E0,5.134615243E0
4.042151500E0,-3.273600228E-2,-1.125562116E0,4.208023004E0,4.356078434E0
4.052131500E0,-4.011694260E-2,-1.279658760E0,3.274653019E0,3.516033036E0
4.062112500E0,-3.757420778E-2,-1.360792386E0,2.330294947E0,2.698785334E0
4.072092500E0,-5.194794293E-2,-1.396556880E0,1.424586970E0,1.995624650E0
4.082073500E0,-5.774487253E-2,-1.398391736E0,4.860772830E-1,1.481588689E0
4.092054500E0,-2.899765804E-2,-1.400738224E0,-5.271054411E-1,1.496913018E0
4.102034500E0,2.136503164E-2,-1.332739784E0,-1.515466150E0,2.018239195E0
4.112015500E0,8.182600893E-2,-1.212176337E0,-2.353871505E0,2.648920163E0
4.121996500E0,1.024894112E-1,-1.058690726E0,-3.086237605E0,3.264382436E0
4.131976500E0,1.053499970E-1,-8.813578320E-1,-3.849959398E0,3.950959075E0
4.141957500E0,4.348154012E-2,-6.913163066E-1,-4.640923369E0,4.692331893E0
4.151938500E0,-1.878156731E-2,-4.570710003E-1,-5.344564437E0,5.364106232E0
4.161918500E0,-4.555189300E-2,-2.291427335E-1,-5.883352030E0,5.887988831E0
4.171899500E0,-4.229895903E-2,-3.736385420E-2,-6.296931440E0,6.297184357E0
4.181879500E0,-3.410569428E-2,1.494410911E-1,-6.623238818E0,6.625012323E0
4.191860500E0,-2.688447431E-2,3.192189445E-1,-6.866694074E0,6.874162568E0
4.201841500E0,-5.872375125E-2,4.568126996E-1,-6.988051280E0,7.003212621E0
4.211821500E0,-4.465944344E-2,5.304288523E-1,-7.045764468E0,7.065843628E0
4.221802500E0,-2.676650673E-2,5.652465364E-1,-7.031279746E0,7.054014102E0
4.231783500E0,6.906438768E-3,5.601793393E-1,-6.836965075E0,6.859879010E0
4.241763500E0,5.622159977E-2,5.050371721E-1,-6.450667604E0,6.470651895E0
4.251744500E0,6.521525698E-2,4.149476588E-1,-5.958889870E0,5.973675843E0
4.261725500E0,8.055034747E-2,3.164279222E-1,-5.465715237E0,5.475459619E0
4.271705500E0,3.265682733E-2,1.959706020E-1,-4.944597344E0,4.948587055E0
4.281686500E0,-1.016765021E-2,4.952065408E-2,-4.252078266E0,4.252378776E0
4.291666500E0,-2.295985971E-2,-9.449685216E-2,-3.417825018E0,3.419208193E0
4.301647500E0,-3.791623335E-2,-2.089201382E-1,-2.509397501E0,2.518364764E0
4.311628375E0,-5.594422247E-2,-3.337874284E-1,-1.644230025E0,1.678700741E0
4.321608375E0,-6.592329998E-2,-4.524493611E-1,-8.056954461E-1,9.263916330E-1
4.331589375E0,-9.271893315E-2,-5.258123294E-1,1.142756438E-1,5.460167846E-1
4.341570375E0,-9.422265429E-2,-5.609020552E-1,1.081617367E0,1.222041387E0
4.351550375E0,-1.406613506E-2,-5.898700386E-1,1.996143529E0,2.081521921E0
4.361531375E0,1.045035212E-1,-6.211614132E-1,2.876603229E0,2.944759519E0
4.371512375E0,1.763973400E-1,-6.011996037E-1,3.756714435E0,3.808603462E0
4.381492375E0,2.300867665E-1,-5.466526830E-1,4.573921879E0,4.612215350E0
4.391473375E0,2.171302137E-1,-4.570639837E-1,5.307289606E0,5.331357799E0
4.401453375E0,1.361782904E-1,-3.653784728E-1,5.923720622E0,5.936540404E0
4.411434375E0,3.833518635E-2,-3.078459638E-1,6.369334003E0,6.376884378E0
4.421415375E0,-4.796226148E-2,-2.456935698E-1,6.706930600E0,6.711600687E0
4.431395375E0,-9.620321587E-2,-2.156733799E-1,6.973798692E0,6.977796089E0
4.441376375E0,-1.019337065E-1,-2.072165519E-1,7.141516718E0,7.145249485E0
4.451357375E0,-6.574726224E-2,-2.425027442E-1,7.159128531E0,7.163536250E0
4.461337375E0,2.737702914E-3,-3.065075362E-1,7.032838613E0,7.039515134E0
4.471318375E0,7.630857624E-2,-4.006406915E-1,6.788880497E0,6.801120082E0
4.481299375E0,1.068083474E-1,-5.041334850E-1,6.423150022E0,6.443788854E0
4.491279375E0,9.771515965E-2,-6.177671045E-1,5.934822730E0,5.967688438E0
4.501260375E0,5.633054070E-2,-7.551772571E-1,5.295298721E0,5.349173241E0
4.511240375E0,3.989116699E-3,-8.816741663E-1,4.554521402E0,4.639076465E0
4.521221375E0,-3.891263545E-2,-9.848997420E-1,3.779095822E0,3.905522619E0
4.531202375E0,-6.259535719E-2,-1.074149888E0,2.958676502E0,3.148250753E0
4.541182375E0,-1.978785485E-2,-1.150692864E0,2.086346771E0,2.382714518E0
4.551163375E0,5.992844213E-2,-1.202133451E0,1.208238237E0,1.705448882E0
4.561144375E0,1.120594395E-1,-1.206287021E0,3.645604473E-1,1.265144266E0
4.571124375E0,9.552753355E-2,-1.173112551E0,-4.576522136E-1,1.262839703E0
4.581105375E0,2.125170529E-2,-1.101129818E0,-1.365710186E0,1.754452286E0
4.591086375E0,-7.734843045E-2,-9.831847537E-1,-2.312527013E0,2.514043799E0
4.601066375E0,-1.417698731E-1,-8.266416344E-1,-3.149491029E0,3.259252803E0
4.611047375E0,-7.806732735E-2,-6.468301052E-1,-3.844381154E0,3.899198655E0
4.621027375E0,5.498434721E-2,-4.821347979E-1,-4.394155666E0,4.420868835E0
4.631008375E0,8.406602243E-2,-3.097080097E-1,-4.862187272E0,4.872766279E0
4.640989375E0,5.831106573E-2,-1.187538801E-1,-5.368531004E0,5.370160874E0
4.650969375E0,-1.036064487E-2,6.795824066E-2,-5.893726160E0,5.894127053E0
4.660950375E0,-8.358697101E-2,2.355077201E-1,-6.325961697E0,6.330895833E0
4.670931375E0,-3.567130454E-2,3.702598746E-1,-6.585177537E0,6.595674948E0
4.680911375E0,7.722107079E-3,4.669045553E-1,-6.572128306E0,6.588697137E0
4.690892375E0,1.811419901E-2,5.165627651E-1,-6.418907282E0,6.439684458E0
4.700873375E0,5.243395619E-2,5.490839553E-1,-6.335417229E0,6.359383144E0
4.710853375E0,-1.314655077E-2,5.533894064E-1,-6.286036908E0,6.310362325E0
4.720834375E0,-4.008849224E-2,5.090147406E-1,-6.142838597E0,6.164022154E0
4.730815375E0,-2.620327368E-2,4.267096254E-1,-5.693181281E0,5.709210174E0
4.740795375E0,2.914827866E-2,3.354579780E-1,-4.985526685E0,4.996884829E0
4.750776375E0,9.464491462E-2,2.194708541E-1,-4.281704938E0,4.288370587E0
4.760756375E0,9.163083941E-2,9.859341145E-2,-3.681055557E0,3.683515561E0
4.770737375E0,2.259799015E-2,-1.229260147E-2,-3.102199334E0,3.102305995E0
4.780718375E0,-7.094890874E-2,-1.326224524E-1,-2.358686687E0,2.363477385E0
4.790698375E0,-1.234554435E-1,-2.343379846E-1,-1.484135599E0,1.507585492E0
4.800679375E0,-5.842969112E-2,-3.257004368E-1,-5.809208751E-1,6.685535629E-1
4.810660375E0,2.964611426E-2,-4.097801819E-1,3.444512880E-1,5.361393283E-1
4.820640375E0,8.249814637E-2,-4.548812181E-1,1.235671034E0,1.319320193E0
4.830621375E0,7.577541981E-2,-4.521195781E-1,2.099426408E0,2.148893964E0
4.840602375E0,3.496441271E-2,-4.472745752E-1,2.871239578E0,2.906078762E0
4.850582375E0,-3.378777020E-3,-4.247464228E-1,3.603820855E0,3.628766415E0
4.860563375E0,-1.137126300E-2,-3.969160151E-1,4.316401731E0,4.334627496E0
4.870544375E0,8.497685418E-3,-3.334725559E-1,4.976526650E0,4.987694222E0
4.880524375E0,5.167995773E-2,-2.725153327E-1,5.583415010E0,5.590300403E0
4.890505375E0,8.986194704E-2,-2.249996889E-1,6.026947367E0,6.031815199E0
4.900485375E0,9.974776145E-2,-1.923424047E-1,6.365367837E0,6.369054319E0
4.910466375E0,5.860324379E-2,-1.785956007E-1,6.577829926E0,6.580514970E0
4.920447375E0,-5.786770061E-3,-1.622210580E-1,6.671123421E0,6.673097996E0
4.930427375E0,-4.271193691E-2,-1.533672041E-1,6.651577349E0,6.653482324E0
4.940408375E0,-6.730046544E-2,-2.011032879E-1,6.492839477E0,6.496301745E0
4.950389375E0,-4.512661770E-2,-3.076068127E-1,6.208007569E0,6.215787669E0
4.960369375E0,2.588083629E-2,-4.072053605E-1,5.835640504E0,5.849887701E0
4.970350375E0,1.135866591E-1,-5.081581235E-1,5.415954262E0,5.440927051E0
4.980331375E0,1.730162241E-1,-6.176443130E-1,4.885784880E0,4.927708697E0
4.990311375E0,1.722712157E-1,-7.439155197E-1,4.214767767E0,4.283381258E0
5.000292375E0,1.108440591E-1,-8.547983167E-1,3.445365404E0,3.551550272E0
5.010273375E0,9.071662724E-3,-9.219509572E-1,2.637942690E0,2.794426149E0
5.020253375E0,-9.433806371E-2,-9.518963027E-1,1.802233486E0,2.040355797E0
5.030234375E0,-1.304633680E-1,-9.633773106E-1,9.622219008E-1,1.367840458E0
5.040215375E0,-8.266742326E-2,-9.723232582E-1,1.196410489E-1,9.831380381E-1
5.050195375E0,3.875936531E-3,-9.428100219E-1,-6.783933753E-1,1.161517685E0
5.060176375E0,6.927207347E-2,-8.847737753E-1,-1.414868898E0,1.670172821E0
5.070156375E0,9.906977680E-2,-7.817271245E-1,-2.144798462E0,2.284966644E0
5.080137375E0,2.229894161E-2,-6.444020489E-1,-2.920746784E0,2.991072219E0
5.090118375E0,-7.183830678E-2,-4.852805999E-1,-3.681374815E0,3.713916872E0
5.100098375E0,-5.492426706E-2,-3.373653397E-1,-4.339242709E0,4.352684153E0
5.110079375E0,1.703800069E-2,-1.819384539E-1,-4.819883251E0,4.823345981E0
5.120060375E0,5.077192169E-2,-3.395478129E-2,-5.158162803E0,5.158524423E0
5.130040375E0,6.650122415E-2,1.093014175E-1,-5.473592021E0,5.475087106E0
5.140021375E0,1.974376319E-2,2.421295457E-1,-5.803004270E0,5.808087042E0
5.150002375E0,-6.237756668E-2,3.775979841E-1,-6.094811906E0,6.106816140E0
5.159982375E0,-8.101012135E-2,4.561797385E-1,-6.238487935E0,6.255668974E0
5.169963375E0,-5.924976312E-2,5.018241271E-1,-6.177785066E0,6.198416435E0
5.179944375E0,1.129548674E-2,5.191554205E-1,-5.966004177E0,5.988560410E0
5.189924375E0,2.767945809E-2,5.017478210E-1,-5.682758619E0,5.704933177E0
5.199905375E0,1.090558710E-2,4.710993478E-1,-5.412682160E0,5.433155777E0
5.209886375E0,-1.823562009E-2,4.148339304E-1,-5.133361838E0,5.150128492E0
5.219866375E0,-4.464179216E-2,3.414905503E-1,-4.685833493E0,4.698472541E0
5.229847375E0,-4.653166708E-2,2.429231590E-1,-4.050099649E0,4.057645133E0
5.239828375E0,2.429854318E-2,1.340135050E-1,-3.316944761E0,3.319739837E0
5.249808375E0,8.774229482E-2,3.465615481E-2,-2.559129825E0,2.560868060E0
5.259789375E0,7.396497566E-2,-7.124364495E-2,-1.852035391E0,1.854880472E0
5.269769375E0,1.832067881E-2,-1.360345951E-1,-1.134675586E0,1.142947831E0
5.279750375E0,-4.354827147E-2,-1.940778583E-1,-3.621391153E-1,4.131675276E-1
5.289731375E0,-5.725703202E-2,-2.476307523E-1,4.951305270E-1,5.565551150E-1
5.299711375E0,-1.717170093E-2,-2.827239865E-1,1.348494229E0,1.377920319E0
5.309693250E0,4.017855763E-2,-2.905668569E-1,2.180172948E0,2.199817605E0
5.319674250E0,6.565440115E-2,-2.929221153E-1,2.940054874E0,2.955340341E0
5.329654250E0,7.512082402E-2,-2.643783474E-1,3.632416663E0,3.642799729E0
5.339635250E0,2.817075212E-2,-2.200406653E-1,4.244526002E0,4.250319102E0
5.349616250E0,-2.256287031E-2,-1.726823115E-1,4.794425644E0,4.797587468E0
5.359596250E0,-4.491615448E-2,-1.281657046E-1,5.278273968E0,5.280020832E0
5.369577250E0,-2.585463345E-2,-8.930393994E-2,5.686107904E0,5.686867921E0
5.379558250E0,3.586689390E-2,-8.409407079E-2,5.970114185E0,5.970814151E0
5.389538250E0,1.021763294E-1,-1.049376404E-1,6.173341767E0,6.175078986E0
5.399519250E0,1.492841299E-1,-1.373247832E-1,6.261995496E0,6.265279837E0
5.409500250E0,1.666294566E-1,-1.666912544E-1,6.229987838E0,6.234444627E0
5.419480250E0,1.292342102E-1,-2.033340007E-1,6.074537855E0,6.079313806E0
5.429461250E0,4.409272034E-2,-2.818843263E-1,5.776507612E0,5.783549355E0
5.439442250E0,-3.643169839E-2,-3.864027214E-1,5.326357961E0,5.340479704E0
5.449422250E0,-8.750723675E-2,-4.724842608E-1,4.826021073E0,4.849884359E0
5.459403250E0,-1.173976550E-1,-5.498072559E-1,4.307360766E0,4.343895371E0
5.469384250E0,-6.949657001E-2,-6.605307162E-1,3.675397207E0,3.734926402E0
5.479364250E0,4.593466636E-2,-7.808009255E-1,2.969413744E0,3.070696674E0
5.489345250E0,1.289548960E-1,-8.520460322E-1,2.259299809E0,2.418066879E0
5.499326250E0,1.250447898E-1,-8.888387597E-1,1.570654510E0,1.809040113E0
5.509306250E0,7.986061357E-2,-8.857824200E-1,7.871252739E-1,1.187667635E0
5.519287250E0,-1.202604152E-2,-8.656840780E-1,-9.875362515E-2,8.713815623E-1
5.529268250E0,-1.197570430E-1,-8.083682084E-1,-9.550982380E-1,1.256985900E0
5.539248250E0,-1.024664244E-1,-7.332694942E-1,-1.744947145E0,1.895527383E0
5.549229250E0,1.797576617E-2,-6.260292202E-1,-2.399042416E0,2.479443531E0
5.559209250E0,1.044722386E-1,-5.076657879E-1,-2.934158542E0,2.979584762E0
5.569190250E0,1.134793261E-1,-3.827066964E-1,-3.474909630E0,3.497761986E0
5.579171250E0,4.954353131E-2,-2.405550367E-1,-4.082903114E0,4.090283502E0
5.589151250E0,-6.424701288E-2,-6.631999701E-2,-4.695718796E0,4.696626559E0
5.599132250E0,-1.153831065E-1,1.063827798E-1,-5.175788650E0,5.178167505E0
5.609113250E0,-4.881184364E-2,2.312073854E-1,-5.464661568E0,5.469768323E0
5.619093250E0,1.769756662E-2,3.271268651E-1,-5.535401768E0,5.545087729E0
5.629074250E0,5.353171611E-2,4.207733859E-1,-5.553691274E0,5.569865587E0
5.639055250E0,1.946987595E-2,4.999509716E-1,-5.655254486E0,5.677343864E0
5.649035250E0,-5.334855208E-2,5.481656501E-1,-5.780728133E0,5.806905320E0
5.659016250E0,-5.244689316E-2,5.642566028E-1,-5.766145762E0,5.793925538E0
5.668997250E0,-4.350295555E-2,5.341454887E-1,-5.436925886E0,5.463274384E0
5.678977250E0,3.295170972E-2,4.827774069E-1,-4.924817383E0,4.948533732E0
5.688958250E0,1.224180743E-1,4.215108660E-1,-4.435918819E0,4.457581560E0
5.698939250E0,8.258172501E-2,3.494977275E-1,-4.026458187E0,4.042441581E0
5.708919250E0,-2.598703634E-2,2.716967225E-1,-3.579908667E0,3.590298107E0
5.718900250E0,-9.926565852E-2,1.894793156E-1,-3.005012178E0,3.012615852E0
5.728881250E0,-1.178147807E-1,9.681615025E-2,-2.280557946E0,2.285650506E0
5.738861250E0,-3.499262553E-2,-1.910870075E-3,-1.484133845E0,1.484547542E0
5.748842250E0,8.071606122E-2,-8.134441763E-2,-6.810281307E-1,6.906021369E-1
5.758823250E0,1.026789341E-1,-1.439447084E-1,1.147480989E-1,2.107846502E-1
5.768803250E0,6.480659142E-2,-1.777287510E-1,8.758754826E-1,8.960721311E-1
5.778784250E0,-1.930600774E-2,-1.890627015E-1,1.552653272E0,1.564240906E0
5.788765250E0,-6.211877257E-2,-2.017189997E-1,2.233400152E0,2.243351407E0
5.798745250E0,-5.528959014E-2,-1.999046087E-1,2.926457759E0,2.933798529E0
5.808726250E0,-1.305902526E-3,-1.914279002E-1,3.619348136E0,3.624407162E0
5.818707250E0,8.744792406E-2,-1.475053704E-1,4.258816012E0,4.262266862E0
5.828687250E0,1.277873167E-1,-1.439531869E-1,4.785806263E0,4.789675741E0
5.838668250E0,1.472865018E-1,-1.287369776E-1,5.167428886E0,5.171130226E0
5.848649250E0,1.136408555E-1,-1.065304220E-1,5.472270550E0,5.474487003E0
5.858629250E0,4.209070679E-2,-8.671830118E-2,5.726511580E0,5.727322810E0
5.868610250E0,-1.838061277E-2,-7.216458142E-2,5.856859465E0,5.857332872E0
5.878591250E0,-3.738358855E-2,-8.824500918E-2,5.829470522E0,5.830258252E0
5.888571250E0,-3.449458893E-2,-1.575643355E-1,5.721618630E0,5.723891695E0
5.898552250E0,-6.474037170E-3,-2.205072731E-1,5.543518288E0,5.547905946E0
5.908533250E0,3.843542956E-2,-2.679691225E-1,5.312127593E0,5.319020990E0
5.918513250E0,8.532286316E-2,-3.484993154E-1,4.929688114E0,4.942727654E0
5.928494250E0,7.157119866E-2,-4.602665037E-1,4.420683314E0,4.445155638E0
5.938475250E0,2.287145711E-2,-5.495657659E-1,3.816339662E0,3.855774118E0
5.948455250E0,-5.261251554E-3,-6.004339108E-1,3.155110204E0,3.211739242E0
5.958436250E0,-4.665957492E-2,-6.415144014E-1,2.493904719E0,2.575515209E0
5.968417250E0,-4.894112192E-2,-6.928886229E-1,1.827211622E0,1.954786993E0
5.978397250E0,3.696902096E-2,-7.453454563E-1,1.047451501E0,1.286103108E0
5.988378250E0,1.085732929E-1,-7.449574935E-1,3.044610107E-1,8.120630112E-1
5.998359250E0,9.673487395E-2,-7.057329091E-1,-3.326901984E-1,7.861929426E-1
6.008339250E0,5.717984878E-2,-6.375733781E-1,-1.022580954E0,1.206416659E0
6.018320250E0,-9.943555668E-3,-5.458703256E-1,-1.816416492E0,1.896692426E0
6.028301250E0,-1.102230848E-1,-4.421483213E-1,-2.587832052E0,2.627645143E0
6.038282250E0,-9.448186867E-2,-3.206499043E-1,-3.214524931E0,3.231859174E0
6.048262250E0,2.781191580E-2,-1.842568749E-1,-3.656967952E0,3.661712537E0
6.058243250E0,5.842210801E-2,-6.219770998E-2,-4.009399520E0,4.010307496E0
6.068224250E0,5.412621349E-2,6.351596475E-2,-4.436553826E0,4.437338592E0
6.078204250E0,4.977197472E-2,1.728626981E-1,-4.895315257E0,4.898619216E0
6.088185250E0,-3.901834214E-2,3.074620941E-1,-5.193282934E0,5.202522754E0
6.098166250E0,-5.891687382E-2,4.159592271E-1,-5.374101647E0,5.390497360E0
6.108146250E0,1.119948277E-2,4.660286424E-1,-5.453978705E0,5.473864434E0
6.118127250E0,3.103661869E-2,5.022214454E-1,-5.386265609E0,5.409717818E0
6.128108250E0,5.276165608E-2,5.232158732E-1,-5.233947980E0,5.260299431E0
6.138088250E0,-5.065991096E-3,5.422383276E-1,-5.063986963E0,5.092937466E0
6.148069250E0,-6.966374556E-2,5.232167503E-1,-4.935228935E0,4.963375208E0
6.158050250E0,-6.227237161E-2,4.500777304E-1,-4.678847240E0,4.700857295E0
6.168030250E0,-5.176649652E-2,3.780759940E-1,-4.151544163E0,4.169045474E0
6.178011250E0,2.147342440E-2,3.182779813E-1,-3.502966325E0,3.517461451E0
6.187992250E0,8.487774387E-2,2.410029334E-1,-2.917819667E0,2.928985875E0
6.197972250E0,5.241217531E-2,1.541171095E-1,-2.409112490E0,2.414605995E0
6.207953250E0,1.207705848E-3,7.717681468E-2,-1.826125209E0,1.827755728E0
6.217934250E0,-4.332666200E-2,2.699659467E-2,-1.116151022E0,1.117317824E0
6.227914250E0,-4.060573328E-2,-1.827605724E-2,-3.422281766E-1,3.451129738E-1
6.237895250E0,2.832369335E-2,-8.163531661E-2,3.986953229E-1,4.079516111E-1
6.247876250E0,1.032869349E-1,-1.313082907E-1,1.122805738E0,1.135166413E0
6.257857250E0,1.142184507E-1,-1.411617261E-1,1.842236043E0,1.851163451E0
6.267837250E0,8.198794026E-2,-1.168232757E-1,2.526980079E0,2.531007313E0
6.277818250E0,3.113558281E-2,-9.695151329E-2,3.125085921E0,3.126744478E0
6.287799250E0,-2.026348930E-2,-8.158970833E-2,3.649498719E0,3.650466873E0
6.297779250E0,-5.666891176E-2,-5.969071627E-2,4.153921641E0,4.154736977E0
6.307760250E0,-4.420619287E-2,-1.885668576E-2,4.633964013E0,4.634213227E0
