"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.694760000E-1,6.011500485E-2,-3.491160505E-2,-1.637319785E-1,1.778785956E-1
2.794570000E-1,2.884657147E-2,3.248639926E-3,-3.070372939E-2,4.225396248E-2
2.894380000E-1,3.367374949E-3,3.564850040E-2,-2.619552612E-4,3.580814733E-2
2.994180000E-1,-9.197450951E-3,1.308577627E-2,5.168997109E-2,5.410807477E-2
3.093985417E-1,7.746976018E-3,-1.382501051E-2,-4.948732495E-2,5.196288949E-2
3.193785417E-1,6.197555233E-3,2.293109871E-2,-6.000003397E-1,6.004703595E-1
3.293595416E-1,-8.588298988E-3,6.867825218E-2,-1.413928666E0,1.415621677E0
3.393405417E-1,4.745401053E-2,5.496660456E-2,-2.052855089E0,2.054139048E0
3.493205417E-1,5.280716387E-3,1.191733082E-1,-3.170870789E0,3.173113884E0
3.593015416E-1,-4.786804090E-1,4.218267253E-1,-6.862167744E0,6.891764568E0
3.692825417E-1,-3.682834426E-1,1.426337261E-1,-8.538807131E0,8.547935674E0
3.792625417E-1,2.972500416E-1,-2.088902626E-1,-9.998025405E0,1.000462417E1
3.892435417E-1,3.576940985E-1,-2.735351237E-1,-1.171471413E1,1.172336528E1
3.992235417E-1,2.256359756E-1,-3.476515422E-1,-1.261982803E1,1.262663188E1
4.092045416E-1,-1.757842594E-1,-7.783428291E-1,-1.129484194E1,1.132299308E1
4.191855417E-1,-1.059378523E-1,-1.452326892E0,-8.752172615E0,8.872485656E0
4.291655417E-1,3.851674240E-1,-1.905012627E0,-7.208683099E0,7.466092624E0
4.391465416E-1,3.337751858E-1,-2.214384422E0,-7.298298696E0,7.634138333E0
4.491265417E-1,-1.417030504E-1,-2.735905479E0,-7.129567932E0,7.637800564E0
4.591075417E-1,-4.292696095E-1,-3.303420736E0,-4.859666537E0,5.891792580E0
4.690885417E-1,-2.576500660E-1,-3.538101367E0,-1.557172585E0,3.874187825E0
4.790685417E-1,2.532242719E-1,-3.564001316E0,3.374410611E-1,3.588884839E0
4.890495416E-1,5.497350793E-1,-3.885126307E0,9.573903465E-1,4.038936909E0
4.990295417E-1,2.513052888E-1,-4.055117730E0,2.261024737E0,4.649663108E0
5.090105417E-1,-1.578476696E-1,-3.638736334E0,4.595616218E0,5.863872988E0
5.189915416E-1,-2.841408399E-1,-3.043176370E0,6.689266162E0,7.354450368E0
5.289715417E-1,-2.293649277E-1,-2.832038090E0,7.915273502E0,8.409792068E0
5.389525417E-1,-1.177352221E-1,-2.897982988E0,8.877591882E0,9.339368534E0
5.489335417E-1,2.654460490E-2,-2.639178207E0,1.019167700E1,1.052787948E1
5.589135417E-1,1.606127083E-1,-1.898652903E0,1.179420352E1,1.194713003E1
5.688945416E-1,2.208726510E-1,-1.203916560E0,1.303020433E1,1.308756756E1
5.788745417E-1,1.986779360E-1,-1.062039719E0,1.351342876E1,1.355655406E1
5.888555417E-1,1.617430481E-1,-1.314340058E0,1.337422410E1,1.343962502E1
5.988365416E-1,1.276001327E-1,-1.459408894E0,1.325458422E1,1.333529748E1
6.088165417E-1,7.311650813E-2,-1.227701864E0,1.345621843E1,1.351230596E1
6.187975417E-1,3.958046056E-2,-1.071608103E0,1.356314062E1,1.360546559E1
6.287775417E-1,-8.983669437E-2,-1.391298187E0,1.308073597E1,1.315482553E1
6.387585417E-1,-1.759006190E-1,-2.143848290E0,1.184386509E1,1.203761466E1
6.487395416E-1,-1.651421077E-1,-2.797059461E0,1.025509707E1,1.063098441E1
6.587195417E-1,-1.372649954E-1,-3.117218492E0,9.076401308E0,9.597757733E0
6.687005417E-1,-1.270865279E-1,-3.312265234E0,8.313102268E0,8.949576598E0
6.786815416E-1,-4.146925740E-2,-3.842904732E0,6.995294226E0,7.981464640E0
6.886615417E-1,1.882279749E-1,-4.585281850E0,4.777383349E0,6.624472135E0
6.986425417E-1,3.143561076E-1,-4.985179360E0,2.707157936E0,5.681508348E0
7.086225417E-1,1.339456407E-1,-4.901097568E0,1.490285701E0,5.124417067E0
7.186035417E-1,-9.567521229E-2,-4.735160605E0,3.377421927E-1,4.748154324E0
7.285845416E-1,-1.692218928E-1,-4.751054799E0,-1.634885005E0,5.027326002E0
7.385645417E-1,-1.935514993E-1,-4.655146429E0,-3.939400747E0,6.101371051E0
7.485455417E-1,-1.100647167E-1,-4.167056826E0,-5.446908837E0,6.858957116E0
7.585255417E-1,1.619912259E-1,-3.600458706E0,-6.004150828E0,7.002811665E0
7.685065417E-1,1.618978897E-1,-3.168794442E0,-6.740640383E0,7.450080666E0
7.784875417E-1,1.451955009E-2,-2.664553369E0,-8.380174509E0,8.793598824E0
7.884675417E-1,-5.200828803E-2,-1.970582134E0,-1.008948054E1,1.028024884E1
7.984485417E-1,6.626778777E-2,-1.342402162E0,-1.087077380E1,1.095354545E1
8.084285416E-1,1.992816610E-1,-9.145188537E-1,-1.098278540E1,1.102259647E1
8.184095417E-1,1.325232781E-1,-5.017650337E-1,-1.129198265E1,1.130390211E1
8.283905417E-1,-4.585545029E-2,-3.642096784E-2,-1.194768942E1,1.194783293E1
8.383705417E-1,-9.345194559E-2,2.669434295E-1,-1.237768898E1,1.238091986E1
8.483515417E-1,2.387917905E-2,3.175681658E-1,-1.233896521E1,1.234307426E1
8.583315416E-1,4.618389022E-2,2.869119085E-1,-1.215642449E1,1.215989752E1
8.683125417E-1,-9.212567830E-2,2.772008162E-1,-1.196594326E1,1.196950815E1
8.782935417E-1,-2.549273831E-1,1.244922645E-1,-1.139424461E1,1.139777595E1
8.882735416E-1,-2.260093203E-1,-2.447996767E-1,-1.029713154E1,1.030252032E1
8.982545417E-1,-3.112555118E-3,-6.571473710E-1,-9.234366177E0,9.257719538E0
9.082355417E-1,6.521169383E-2,-1.012170717E0,-8.691776140E0,8.750755087E0
9.182155417E-1,-3.380233342E-2,-1.439106338E0,-8.095001709E0,8.221996249E0
9.281965417E-1,-7.151808036E-2,-1.966879969E0,-6.570866477E0,6.859301561E0
9.381765416E-1,9.948949724E-2,-2.383515427E0,-4.386615681E0,4.993339672E0
9.481575417E-1,2.991535296E-1,-2.604121225E0,-2.630383410E0,3.713469681E0
9.581385417E-1,3.182515592E-1,-2.851870969E0,-1.584829330E0,3.278129967E0
9.681185416E-1,1.004104337E-1,-3.160482333E0,-4.095278746E-1,3.188486147E0
9.780995417E-1,-1.137659859E-1,-3.217985314E0,1.420893869E0,3.519561274E0
9.880795417E-1,-1.785495174E-1,-3.026512390E0,3.451936505E0,4.594292417E0
9.980605417E-1,-1.038093471E-1,-2.842104657E0,5.065141203E0,5.808957796E0
1.008041542E0,9.705500901E-3,-2.816975078E0,6.293102683E0,6.894822998E0
1.018021542E0,8.234904237E-2,-2.668559296E0,7.622312211E0,8.076362642E0
1.028002542E0,8.598681450E-2,-2.229396563E0,9.134331427E0,9.402851344E0
1.037982542E0,3.575879350E-2,-1.722207323E0,1.049762204E1,1.063801415E1
1.047963542E0,-1.338639624E-2,-1.417480264E0,1.135314687E1,1.144130121E1
1.057944542E0,-5.012825288E-2,-1.290008039E0,1.184404167E1,1.191419140E1
1.067924542E0,-6.741072200E-2,-1.190681387E0,1.225609262E1,1.231397875E1
1.077905542E0,-3.601548627E-2,-9.799869114E-1,1.269809886E1,1.273590931E1
1.087886542E0,1.745028421E-2,-8.492162722E-1,1.293354284E1,1.296140437E1
1.097866542E0,8.777832828E-2,-9.796471882E-1,1.271684503E1,1.275482501E1
1.107847542E0,1.663979434E-1,-1.357780777E0,1.207950437E1,1.215671348E1
1.117827542E0,2.131959146E-1,-1.760244631E0,1.126408676E1,1.140278756E1
1.127808542E0,1.782101230E-1,-2.061855124E0,1.043500186E1,1.063824559E1
1.137789542E0,8.662474573E-2,-2.348897279E0,9.486699260E0,9.773550283E0
1.147769542E0,-6.462496229E-2,-2.780999499E0,8.170638367E0,8.631191454E0
1.157750542E0,-2.073996794E-1,-3.285276241E0,6.530783814E0,7.313493818E0
1.167730542E0,-2.977738425E-1,-3.646412559E0,4.894460979E0,6.110707167E0
1.177711542E0,-2.751854272E-1,-3.795442298E0,3.456217251E0,5.140675729E0
1.187692542E0,-6.032327536E-2,-3.915758116E0,2.100585326E0,4.444013865E0
1.197672542E0,2.278626684E-1,-4.066715975E0,6.160334051E-1,4.119417115E0
1.207653542E0,4.321701939E-1,-4.110988753E0,-9.151050371E-1,4.233723754E0
1.217633542E0,3.489844150E-1,-3.926777194E0,-2.282372337E0,4.555281850E0
1.227614542E0,-3.886554709E-2,-3.586009067E0,-3.615138141E0,5.092170003E0
1.237595542E0,-2.960350998E-1,-3.213889924E0,-5.245395074E0,6.158806273E0
1.247575542E0,-1.181662349E-1,-2.787363024E0,-6.884316997E0,7.428134113E0
1.257556542E0,1.493549178E-1,-2.285235865E0,-7.851972131E0,8.179124414E0
1.267537542E0,2.000641829E-1,-1.794423653E0,-8.167493734E0,8.364683845E0
1.277517542E0,3.147424623E-2,-1.338493590E0,-8.630750504E0,8.733980191E0
1.287498542E0,-9.921315235E-2,-8.781472720E-1,-9.759435618E0,9.799365768E0
1.297478542E0,-3.926013364E-2,-4.112485640E-1,-1.102093965E1,1.102867977E1
1.307460292E0,7.615354280E-2,-3.913778979E-2,-1.155709775E1,1.155741492E1
1.317441292E0,2.136547931E-2,1.914216510E-1,-1.126974102E1,1.127138684E1
1.327421292E0,-1.293691712E-1,3.468915869E-1,-1.082090874E1,1.082724047E1
1.337402292E0,-1.851643262E-1,4.261133922E-1,-1.080083525E1,1.081082331E1
1.347382292E0,-7.238113396E-2,4.016577416E-1,-1.107321259E1,1.108073125E1
1.357363292E0,3.811174049E-2,2.559726825E-1,-1.103160497E1,1.103464013E1
1.367344292E0,-1.129885803E-2,3.233948797E-3,-1.031055207E1,1.031055876E1
1.377324292E0,-9.049689984E-2,-2.980645953E-1,-9.130918992E0,9.136230833E0
1.387305292E0,-4.069168735E-3,-6.507975872E-1,-7.948522525E0,7.975121591E0
1.397286292E0,1.661593222E-1,-1.015301901E0,-7.015923203E0,7.090953763E0
1.407266292E0,1.759915067E-1,-1.362542457E0,-6.195308586E0,6.345813064E0
1.417247292E0,-6.595794473E-2,-1.691467049E0,-5.134084554E0,5.405944453E0
1.427227292E0,-2.474491597E-1,-2.020891577E0,-3.693033578E0,4.217076104E0
1.437208292E0,-5.745627590E-2,-2.325144427E0,-2.001347551E0,3.068385545E0
1.447189292E0,2.439722957E-1,-2.486308016E0,-2.851628602E-1,2.514471692E0
1.457169292E0,3.144243007E-1,-2.540614032E0,1.268472160E0,2.857027112E0
1.467150292E0,1.709858150E-1,-2.545736777E0,2.620460100E0,3.657433940E0
1.477130292E0,-3.202951245E-2,-2.492500802E0,3.885700504E0,4.616519744E0
1.487111292E0,-1.603032078E-1,-2.332319253E0,5.251501322E0,5.748362928E0
1.497092292E0,-2.029869685E-1,-2.067719881E0,6.718695198E0,7.032605092E0
1.507072292E0,-1.508517319E-1,-1.792345260E0,8.053421574E0,8.251839602E0
1.517053292E0,-5.794225261E-3,-1.571705840E0,9.098165814E0,9.232925538E0
1.527034292E0,1.348813780E-1,-1.380719404E0,9.970231251E0,1.006628483E1
1.537014292E0,1.988279171E-1,-1.155989272E0,1.077026250E1,1.083394656E1
1.546995292E0,2.100666310E-1,-9.009337252E-1,1.141872690E1,1.145613956E1
1.556975292E0,1.610688642E-1,-7.577459389E-1,1.176142052E1,1.178690522E1
1.566956292E0,9.403850354E-2,-7.512841809E-1,1.176214440E1,1.178648854E1
1.576937292E0,2.318421006E-3,-8.573731381E-1,1.155164347E1,1.158341750E1
1.586917292E0,-6.507176265E-2,-9.961953932E-1,1.119021187E1,1.123465537E1
1.596898292E0,-8.116556592E-2,-1.189690284E0,1.066555524E1,1.073200910E1
1.606878292E0,-8.236110225E-2,-1.468459799E0,9.931091158E0,1.003940880E1
1.616859292E0,-4.675718687E-2,-1.847866911E0,8.954996738E0,9.143782857E0
1.626840292E0,3.797474205E-3,-2.257071435E0,7.782678532E0,8.103361711E0
1.636820292E0,5.943435241E-2,-2.603025457E0,6.532380103E0,7.032159255E0
1.646801292E0,7.017159451E-2,-2.874719841E0,5.283424196E0,6.015273015E0
1.656782292E0,2.365849234E-2,-3.126867860E0,3.936577127E0,5.027375241E0
1.666762292E0,-3.174424142E-2,-3.317463701E0,2.441287379E0,4.119035952E0
1.676743292E0,-4.743601207E-2,-3.422008409E0,8.918687868E-1,3.536639882E0
1.686723292E0,-4.825878840E-2,-3.401686118E0,-5.256506538E-1,3.442398287E0
1.696704292E0,-2.017417308E-2,-3.267604493E0,-1.790941343E0,3.726273878E0
1.706685292E0,1.103468631E-1,-3.096151851E0,-3.067539963E0,4.359831894E0
1.716665292E0,1.291184536E-1,-2.850685446E0,-4.314887887E0,5.173136047E0
1.726646292E0,-1.931786662E-2,-2.489468436E0,-5.453427898E0,5.994806261E0
1.736627292E0,-9.134392384E-3,-2.085755910E0,-6.588190023E0,6.910478198E0
1.746607292E0,1.168731415E-2,-1.666164393E0,-7.629899558E0,7.809712392E0
1.756588292E0,4.490374742E-2,-1.235333065E0,-8.445632334E0,8.535617708E0
1.766568292E0,9.704283035E-2,-8.162064741E-1,-9.013808618E0,9.051207440E0
1.776549292E0,-1.552937337E-2,-4.382508597E-1,-9.416430931E0,9.426636540E0
1.786530292E0,-3.275846381E-2,-1.205552611E-1,-9.894583483E0,9.895372099E0
1.796510292E0,-4.626327074E-2,1.477329002E-1,-1.036869210E1,1.036984769E1
1.806491292E0,-1.586821495E-2,3.281700815E-1,-1.061714263E1,1.062222505E1
1.816471292E0,-2.245384715E-2,4.228307287E-1,-1.047913197E1,1.048768310E1
1.826452292E0,-2.605546704E-2,4.178515323E-1,-1.008168737E1,1.009037655E1
1.836433292E0,-4.110355061E-3,3.500018305E-1,-9.681513283E0,9.687838646E0
1.846413292E0,-1.255406337E-3,2.061694618E-1,-9.323790570E0,9.326069805E0
1.856394292E0,-1.796248203E-2,-1.068710223E-2,-8.816439947E0,8.816464722E0
1.866375292E0,-4.873179160E-2,-2.908827527E-1,-7.992336296E0,7.997776381E0
1.876355292E0,-4.270000493E-2,-6.036228360E-1,-6.923748280E0,6.950142018E0
1.886336292E0,2.138354173E-2,-9.116642430E-1,-5.774030732E0,5.845598330E0
1.896316292E0,5.606244586E-2,-1.227375881E0,-4.638503206E0,4.798469188E0
1.906297292E0,1.380878448E-2,-1.472474497E0,-3.485147520E0,3.783467334E0
1.916278292E0,-4.427526310E-2,-1.680794711E0,-2.220822791E0,2.785513423E0
1.926258292E0,-1.011501796E-1,-1.862424432E0,-8.188358939E-1,2.036994930E0
1.936239292E0,-5.937869422E-2,-1.984815426E0,6.111164814E-1,2.077614367E0
1.946220292E0,4.165063072E-2,-2.032440121E0,2.030567257E0,2.873282270E0
1.956200292E0,1.113332518E-1,-1.972676899E0,3.443769114E0,3.970314213E0
1.966181292E0,1.274458027E-1,-1.874899759E0,4.782576846E0,5.138534112E0
1.976161292E0,1.105229374E-1,-1.759730076E0,5.977025009E0,6.231668574E0
1.986142292E0,8.017972536E-2,-1.572182972E0,7.078039345E0,7.250988143E0
1.996123292E0,4.456301920E-2,-1.340869460E0,8.106453481E0,8.216721050E0
2.006103292E0,-7.458269745E-3,-1.098623409E0,9.040403509E0,9.106916307E0
2.016084292E0,-3.641229294E-2,-9.093063533E-1,9.775275140E0,9.817543887E0
2.026065292E0,-1.869150192E-2,-7.770511061E-1,1.025227871E1,1.028170106E1
2.036045292E0,3.824956119E-3,-6.982066655E-1,1.058552791E1,1.060852998E1
2.046026292E0,2.366675153E-2,-6.711001432E-1,1.077005200E1,1.079096639E1
2.056006292E0,6.664100915E-2,-7.043123281E-1,1.075582806E1,1.077906926E1
2.065987292E0,1.176582581E-1,-7.984694570E-1,1.047147446E1,1.050253180E1
2.075968292E0,1.412616404E-1,-1.016605099E0,9.972066107E0,1.002474654E1
2.085948292E0,1.207680997E-1,-1.285179994E0,9.300018715E0,9.389175717E0
2.095929292E0,8.353705041E-2,-1.536660553E0,8.455215921E0,8.594124758E0
2.105910292E0,1.423281725E-2,-1.825980783E0,7.467640493E0,7.687656530E0
2.115890292E0,-9.885971557E-2,-2.116751708E0,6.353299184E0,6.697374228E0
2.125871292E0,-2.015007524E-1,-2.391362098E0,5.073043131E0,5.612039009E0
2.135851292E0,-2.354305369E-1,-2.621692693E0,3.699115267E0,4.540060999E0
2.145832292E0,-2.039671811E-1,-2.746086651E0,2.428537526E0,3.671564928E0
2.155813292E0,-6.656134084E-2,-2.808047549E0,1.218791876E0,3.061864642E0
2.165793292E0,1.856397049E-1,-2.865304654E0,-6.594840646E-2,2.872069298E0
2.175774292E0,3.418360477E-1,-2.836783106E0,-1.297710577E0,3.138191042E0
2.185754292E0,2.909292015E-1,-2.671960621E0,-2.452579522E0,3.638565607E0
2.195735292E0,8.007443894E-2,-2.408641790E0,-3.656687286E0,4.379421091E0
2.205716292E0,-1.230604458E-1,-2.101375431E0,-4.934265899E0,5.364503941E0
2.215696292E0,-9.554118315E-2,-1.762528699E0,-6.157935523E0,6.405919562E0
2.225677292E0,8.256546244E-2,-1.401725526E0,-6.997047222E0,7.136548278E0
2.235658292E0,1.063562024E-1,-1.035220880E0,-7.413850202E0,7.486532490E0
2.245638292E0,3.554550718E-2,-6.953429917E-1,-7.836746566E0,7.867614765E0
2.255619292E0,-5.117451162E-2,-3.623962466E-1,-8.584996626E0,8.592794478E0
2.265599292E0,-9.162247972E-2,-3.964097925E-2,-9.400809510E0,9.401339560E0
2.275580292E0,-3.735885666E-2,2.054558822E-1,-9.821809037E0,9.824028734E0
2.285561292E0,-2.003911153E-2,3.746998116E-1,-9.684014722E0,9.691281786E0
2.295541292E0,-1.881471371E-2,4.548352443E-1,-9.312076843E0,9.323197103E0
2.305521000E0,-1.537889893E-2,4.905224825E-1,-9.140931764E0,9.154096478E0
2.315502000E0,9.698118791E-3,4.494953477E-1,-9.166693427E0,9.177712597E0
2.325482000E0,5.534499250E-3,3.338735287E-1,-8.973494990E0,8.979705702E0
2.335463000E0,-5.238781800E-2,1.533639881E-1,-8.318763542E0,8.320342052E0
2.345443000E0,-5.131532902E-2,-7.549091622E-2,-7.303777537E0,7.304347914E0
2.355424000E0,6.584827289E-2,-3.454850757E-1,-6.271079730E0,6.280934398E0
2.365405000E0,1.560052668E-1,-6.118152237E-1,-5.361774547E0,5.398822260E0
2.375385000E0,8.698888108E-2,-8.445136490E-1,-4.508462300E0,4.587701241E0
2.385366000E0,-1.161998163E-1,-1.067213628E0,-3.521305532E0,3.681309547E0
2.395347000E0,-1.749963106E-1,-1.285600701E0,-2.300432047E0,2.641094560E0
2.405327000E0,-5.596074086E-2,-1.477349613E0,-9.049864304E-1,1.733405297E0
2.415308000E0,9.461989950E-2,-1.587193067E0,5.350781196E-1,1.677630279E0
2.425288000E0,1.697914116E-1,-1.640620539E0,1.868498812E0,2.492338798E0
2.435269000E0,1.576428343E-1,-1.603645670E0,3.032696990E0,3.434207584E0
2.445250000E0,5.745009977E-2,-1.559248347E0,4.120871424E0,4.406374611E0
2.455230000E0,-6.802826107E-2,-1.443374659E0,5.238314681E0,5.433957945E0
2.465211000E0,-1.030917475E-1,-1.288798251E0,6.314618098E0,6.445621038E0
2.475192000E0,-8.811644353E-2,-1.111491961E0,7.301221719E0,7.385866061E0
2.485172000E0,-5.322903134E-2,-9.240360743E-1,8.188938982E0,8.241079884E0
2.495153000E0,-1.842289545E-2,-7.855225521E-1,8.886329377E0,8.920999657E0
2.505133000E0,3.671291292E-2,-6.720392060E-1,9.377952744E0,9.402073292E0
2.515114000E0,6.164288230E-2,-5.834942347E-1,9.708052626E0,9.725767381E0
2.525095000E0,7.397246741E-2,-5.687282610E-1,9.863169901E0,9.879830174E0
2.535075000E0,8.040213883E-2,-6.041734976E-1,9.832688366E0,9.851560822E0
2.545056000E0,9.461028814E-2,-6.742120314E-1,9.626528991E0,9.650573733E0
2.555037000E0,1.062307522E-1,-8.029232812E-1,9.237344164E0,9.272782645E0
2.565017000E0,1.054570194E-1,-1.014975480E0,8.655593569E0,8.715537645E0
2.574998000E0,1.103153247E-1,-1.272007971E0,7.859806230E0,7.962834151E0
2.584978000E0,1.074053847E-1,-1.525918048E0,6.960600357E0,7.126704648E0
2.594959000E0,7.201346744E-2,-1.701643835E0,6.064877670E0,6.299485601E0
2.604940000E0,2.891780701E-2,-1.925251887E0,5.035623289E0,5.391190312E0
2.614920000E0,-4.688991867E-3,-2.140069527E0,3.815727459E0,4.374893782E0
2.624901000E0,-1.332869153E-2,-2.317695367E0,2.484512336E0,3.397747933E0
2.634882000E0,-2.198929500E-2,-2.392998441E0,1.287466840E0,2.717442903E0
2.644862000E0,-3.314538047E-2,-2.339395846E0,2.147372407E-1,2.349464539E0
2.654843000E0,-4.324695714E-2,-2.279480889E0,-8.910466683E-1,2.447829158E0
2.664823000E0,-5.890664119E-2,-2.195350858E0,-2.137125746E0,3.064366466E0
2.674804000E0,-6.448093805E-2,-2.018211506E0,-3.360739821E0,3.920702440E0
2.684785000E0,-5.156697856E-2,-1.760978456E0,-4.371633360E0,4.713266650E0
2.694765000E0,-1.229833905E-3,-1.466657833E0,-5.185920705E0,5.389328369E0
2.704746000E0,5.094238630E-2,-1.174400546E0,-5.972723798E0,6.087301646E0
2.714727000E0,7.744902084E-2,-8.705189945E-1,-6.776463935E0,6.832588465E0
2.724707000E0,3.653693000E-2,-5.568122202E-1,-7.476755717E0,7.497549657E0
2.734688000E0,5.360139848E-2,-2.586616708E-1,-8.006276059E0,8.010632640E0
2.744668000E0,4.386065897E-2,-1.397002146E-2,-8.377980049E0,8.378106506E0
2.754649000E0,2.897561221E-2,1.985058086E-1,-8.676489764E0,8.678808603E0
2.764630000E0,1.244718723E-2,3.664692709E-1,-8.827088896E0,8.834701638E0
2.774610000E0,-2.082004373E-2,4.642519659E-1,-8.794666670E0,8.806936198E0
2.784591000E0,-4.458893881E-2,4.937333348E-1,-8.671821932E0,8.685980451E0
2.794572000E0,-4.718094556E-2,4.718026216E-1,-8.496122457E0,8.509343133E0
2.804552000E0,-3.538223282E-2,3.829553492E-1,-8.179061281E0,8.188098078E0
2.814533000E0,-1.789359452E-2,2.406373362E-1,-7.565436929E0,7.569284143E0
2.824513000E0,1.247077709E-2,5.659271523E-2,-6.783119820E0,6.783367361E0
2.834494000E0,2.380134713E-2,-1.215150815E-1,-6.011869737E0,6.013144781E0
2.844475000E0,1.020017534E-2,-3.344905561E-1,-5.263503317E0,5.274130747E0
2.854455000E0,-1.360409539E-2,-5.588271707E-1,-4.382051345E0,4.417561190E0
2.864436000E0,-4.507307913E-2,-7.693988550E-1,-3.276748661E0,3.366168144E0
2.874417000E0,-3.778317265E-2,-9.401086083E-1,-2.078623184E0,2.281645482E0
2.884397000E0,2.804580443E-3,-1.091565819E0,-9.299207121E-1,1.433972222E0
2.894378000E0,3.774490993E-2,-1.220046104E0,1.749089313E-1,1.233097850E0
2.904359000E0,6.763101585E-2,-1.272673969E0,1.343298393E0,1.851681279E0
2.914339000E0,7.397403885E-2,-1.254768040E0,2.581981913E0,2.871679925E0
2.924320000E0,7.253112875E-2,-1.203914806E0,3.727314634E0,3.917594416E0
2.934300000E0,7.854473423E-2,-1.154920986E0,4.760501268E0,4.899222804E0
2.944281000E0,9.067017842E-2,-1.071656635E0,5.718431312E0,5.818687627E0
2.954262000E0,7.804381058E-2,-9.374589425E-1,6.624701207E0,6.691157313E0
2.964242000E0,1.157273613E-2,-7.643187940E-1,7.472356272E0,7.511353101E0
2.974223000E0,-3.745207407E-2,-6.120789331E-1,8.095858326E0,8.119049533E0
2.984204000E0,-6.436724626E-2,-5.375690335E-1,8.527216780E0,8.544387025E0
2.994184000E0,-6.820119247E-2,-4.885810608E-1,8.819337827E0,8.833124168E0
3.004165000E0,-3.368953697E-2,-4.644256282E-1,9.008124540E0,9.020151544E0
3.014145000E0,1.723327942E-2,-4.642765242E-1,9.092256618E0,9.104118852E0
3.024126000E0,8.494637556E-2,-5.067278945E-1,8.972865829E0,8.987564199E0
3.034107000E0,1.321956056E-1,-6.708077824E-1,8.602983246E0,8.630108893E0
3.044087000E0,1.433668573E-1,-8.630800205E-1,8.044522111E0,8.091958797E0
3.054068000E0,1.222553025E-1,-1.041174515E0,7.379516521E0,7.453606833E0
3.064049000E0,5.126177218E-2,-1.230410879E0,6.621650714E0,6.735190931E0
3.074029000E0,-5.598804004E-2,-1.404678370E0,5.751238285E0,5.920557220E0
3.084010000E0,-1.539603310E-1,-1.597249986E0,4.696542084E0,4.963105767E0
3.093990000E0,-1.849403413E-1,-1.771093554E0,3.543141375E0,3.965454086E0
3.103971000E0,-1.336287947E-1,-1.883274141E0,2.441645229E0,3.086455826E0
3.113952000E0,4.729703106E-3,-1.951574590E0,1.412673853E0,2.409214222E0
3.123932000E0,1.891239510E-1,-1.992843069E0,3.943449944E-1,2.040269428E0
3.133913000E0,2.943661583E-1,-1.968725643E0,-6.400789100E-1,2.090988547E0
