"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.014213542E0,-1.266729982E0,-4.055184388E-1,-1.548847904E0,2.041563097E0
3.024194542E0,-1.554593524E0,-3.630360782E-2,-1.351059988E0,2.059961667E0
3.034175542E0,-1.561201463E0,3.356307632E-1,-7.724803376E-1,1.773900755E0
3.044156542E0,-1.538338704E0,4.889079201E-1,-1.639816546E-1,1.622469385E0
3.054137542E0,-1.690207851E0,3.138995862E-1,1.926242405E-1,1.729866939E0
3.064118542E0,-1.775058405E0,1.057071340E-1,3.060029215E-1,1.804340358E0
3.074099542E0,-1.690437939E0,1.014456832E-1,1.328674507E-1,1.698683435E0
3.084079542E0,-1.536131087E0,2.073270643E-1,-2.436417818E-1,1.569090356E0
3.094060542E0,-1.232448926E0,1.969324690E-1,-4.060610604E-1,1.312477938E0
3.104041542E0,-1.046183898E0,2.142185926E-1,-4.971466470E-1,1.177941060E0
3.114022542E0,-1.067584415E0,1.110351169E-1,-5.242180860E-1,1.194516589E0
3.124003542E0,-1.212667649E0,-1.615369338E-1,-5.222803187E-1,1.330200639E0
3.133984542E0,-1.246608251E0,-3.658977056E-1,-4.031573331E-1,1.360312132E0
3.143965542E0,-1.141530935E0,-4.258328354E-1,-2.412186956E-1,1.242019701E0
3.153946542E0,-9.942200576E-1,-5.135814160E-1,-3.339520276E-2,1.119533221E0
3.163926542E0,-6.927788414E-1,-6.837482554E-1,2.745577651E-1,1.011353631E0
3.173907542E0,-3.854092795E-1,-9.421296984E-1,4.789629757E-1,1.124968539E0
3.183888542E0,-7.631668925E-2,-1.158223493E0,5.105326778E-1,1.268049491E0
3.193869542E0,2.672504266E-1,-1.292372653E0,4.407841659E-1,1.391380806E0
3.203850542E0,4.689923036E-1,-1.396532030E0,3.785271066E-1,1.521031972E0
3.213831542E0,5.050593185E-1,-1.452858843E0,3.508393711E-1,1.577647615E0
3.223812542E0,4.597767263E-1,-1.559345995E0,3.823353982E-1,1.670070336E0
3.233793542E0,4.370803202E-1,-1.727893741E0,4.607196629E-1,1.840901571E0
3.243774542E0,5.201895737E-1,-1.809806800E0,6.575071210E-1,1.994570996E0
3.253754542E0,4.642575938E-1,-1.726695646E0,8.489092934E-1,1.979307949E0
3.263735542E0,2.877987119E-1,-1.518940566E0,1.022421910E0,1.853471095E0
3.273716542E0,1.225142245E-1,-1.184782131E0,9.843717384E-1,1.545220422E0
3.283697542E0,-4.045279205E-2,-8.313986367E-1,8.824641252E-1,1.213096473E0
3.293678542E0,-2.715731270E-1,-5.875223815E-1,6.849498582E-1,9.423857068E-1
3.303659542E0,-4.498163599E-1,-5.291022652E-1,4.281208509E-1,8.158256111E-1
3.313640542E0,-5.838619515E-1,-5.255611914E-1,2.453667104E-1,8.229909883E-1
3.323621542E0,-7.370834137E-1,-4.819818932E-1,2.333968753E-1,9.110832045E-1
3.333600250E0,-8.822039241E-1,-3.819243389E-1,2.822836912E-1,1.001915189E0
3.343581250E0,-9.733147267E-1,-2.770586193E-1,2.495270044E-1,1.042289193E0
3.353562250E0,-1.055864694E0,-1.269652712E-1,2.068125093E-1,1.083393671E0
3.363543250E0,-1.150725024E0,-1.165934801E-3,1.768776888E-1,1.164240163E0
3.373524250E0,-1.184880949E0,6.971635222E-3,6.684478462E-2,1.186785445E0
3.383505250E0,-1.156889305E0,-5.642329216E-2,9.496930718E-2,1.162151290E0
3.393486250E0,-1.085355857E0,-1.633823150E-1,2.557455182E-1,1.126985753E0
3.403467250E0,-1.010111913E0,-2.540568423E-1,4.137811393E-1,1.120752331E0
3.413448250E0,-1.003171048E0,-3.187352335E-1,5.058367789E-1,1.167824965E0
3.423428250E0,-9.504430503E-1,-3.410341752E-1,6.245656621E-1,1.187319909E0
3.433409250E0,-8.557677119E-1,-3.507557559E-1,5.773394555E-1,1.090270069E0
3.443390250E0,-9.989699701E-1,-5.927164632E-1,1.235352945E-1,1.168124469E0
3.453371250E0,-1.356671122E0,-8.815946442E-1,-8.509447092E-1,1.828078923E0
3.463352250E0,-8.276415083E-1,-3.782481945E-1,-6.390825444E-1,1.111975117E0
3.473333250E0,-7.068336475E-1,-2.728240657E-1,-5.679669535E-1,9.469071952E-1
3.483314250E0,-6.622778642E-1,-2.713833117E-1,-3.067063415E-1,7.786717224E-1
3.493295250E0,-6.966097178E-1,-3.076149988E-1,6.635127962E-2,7.643916397E-1
3.503276250E0,-6.720780900E-1,-4.115334696E-1,3.879569113E-1,8.783844948E-1
3.513257250E0,-5.254606924E-1,-5.087995631E-1,7.147952163E-1,1.022701391E0
3.523238250E0,-4.103315744E-1,-7.254283780E-1,6.422663534E-1,1.052199791E0
3.533218250E0,-2.984075345E-1,-9.801909792E-1,3.205116177E-1,1.073568400E0
3.543199250E0,-5.033202834E-2,-1.045531275E0,2.376530635E-1,1.073381544E0
3.553180250E0,1.516500961E-1,-1.038337446E0,3.237229085E-1,1.098152505E0
3.563161250E0,1.056909811E-1,-1.083328847E0,1.357594836E-1,1.096905926E0
3.573142250E0,-9.217901587E-2,-1.114691557E0,-2.285425168E-1,1.141606728E0
3.583123250E0,-2.217365771E-1,-1.030608011E0,-3.288795680E-1,1.104301477E0
3.593104250E0,-1.852356988E-1,-8.337965798E-1,2.406304657E-2,8.544635925E-1
3.603085250E0,-2.919796173E-1,-7.481986052E-1,3.279954690E-1,8.675449714E-1
3.613066250E0,-5.157736102E-1,-8.067847824E-1,6.203334475E-1,1.140937197E0
3.623047250E0,-6.012867272E-1,-7.854325050E-1,9.770837688E-1,1.390375000E0
3.633027250E0,-5.263325854E-1,-6.489134681E-1,8.637471879E-1,1.201737860E0
3.643008250E0,-5.414874720E-1,-5.776715773E-1,5.041802627E-1,9.386750614E-1
3.652989250E0,-6.208447865E-1,-5.578027385E-1,1.040892094E-1,8.410866231E-1
3.662970250E0,-6.738975973E-1,-7.307931983E-1,-3.937409770E-1,1.069218700E0
3.672951250E0,-5.648601817E-1,-1.052839710E0,-6.798616111E-1,1.374681887E0
3.682932250E0,-4.824038429E-1,-3.867348433E-1,2.086192989E-1,6.525330018E-1
3.692913250E0,-8.205288821E-1,6.732484102E-3,7.792186689E-1,1.131589460E0
3.702894250E0,-1.004959492E0,-2.701822937E-1,5.306511927E-1,1.168132159E0
3.712875250E0,-7.643102425E-1,-4.506554353E-1,-5.859319389E-2,8.892095538E-1
3.722856250E0,-5.147952980E-1,-4.902773380E-1,-2.497410125E-1,7.534962776E-1
3.732837250E0,-4.364826617E-1,-6.318542165E-1,-1.027630609E-1,7.748013368E-1
3.742817250E0,-5.424600101E-1,-7.592972052E-1,1.089295346E-1,9.395002671E-1
3.752798250E0,-6.556616666E-1,-7.486488408E-1,2.262188333E-1,1.020559782E0
3.762779250E0,-1.838249119E-1,-1.279314067E0,-1.727244115E-1,1.303943941E0
3.772760250E0,2.483625314E-1,-1.534928023E0,-3.717086685E-1,1.598704262E0
3.782741250E0,-3.508665606E-1,-7.015594590E-1,1.843176860E-1,8.057704557E-1
3.792722250E0,-9.822949536E-1,-1.868536234E-1,3.514515746E-1,1.059875399E0
3.802703250E0,-1.550320525E0,3.538120955E-1,2.378927994E-1,1.607877394E0
3.812684250E0,-1.097495773E0,-3.752976894E-2,-4.553232676E-1,1.188791291E0
3.822665250E0,-3.614772105E-1,-7.194794208E-1,-8.771612853E-1,1.190683976E0
3.832646250E0,-9.504701668E-1,-2.176924235E-1,-3.940134573E-1,1.051679673E0
3.842627250E0,-1.249723209E0,-8.697148561E-2,1.059340060E-1,1.257216827E0
3.852608250E0,-1.173243236E0,-1.550874549E-1,2.810522676E-1,1.216364331E0
3.862589250E0,-8.926151839E-1,-3.009099966E-1,-8.992783785E-2,9.462535118E-1
3.872570250E0,-5.460963205E-1,-4.611389083E-1,-2.060897934E-1,7.438704772E-1
3.882550250E0,-2.438838565E-1,-6.246738356E-1,-3.588763690E-1,7.605846334E-1
3.892531250E0,-1.689611435E-1,-7.222059774E-1,-3.236585891E-1,8.092491731E-1
3.902512250E0,-2.840058424E-1,-7.183795595E-1,-9.471319914E-3,7.725401064E-1
3.912493250E0,-4.617499423E-1,-6.513640362E-1,1.540337867E-1,8.131509849E-1
3.922474250E0,-5.513339639E-1,-6.505477649E-1,-2.630369961E-1,8.923956496E-1
3.932455250E0,-8.907703874E-1,-4.842687392E-1,-1.054343614E0,1.462746920E0
3.942436250E0,-1.087541473E0,-2.286588764E-1,1.097328250E0,1.561781235E0
3.952417250E0,-6.337921299E-1,-2.962135130E-1,1.810783285E0,1.941229253E0
3.962398250E0,-4.171320324E-1,-4.567353702E-1,1.236055196E0,1.382186231E0
3.972379250E0,-7.519308829E-1,-5.991887462E-1,4.991136503E-1,1.083301270E0
